gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
gene_MP005757	0.34558	0.45171	154	131	85.0649
gene_MP005774	0.37112	0.84132	53	0	0.0000
gene_MP005838	0.38933	0.71927	86	80	93.0233
gene_MP005853	0.36247	0.63474	31	19	61.2903
gene_MP005862	0.35135	0.80582	385	14	3.6364
gene_MP005962	0.38283	0.81738	359	297	82.7298
gene_MP005975	0.32744	0.76503	205	110	53.6585
gene_MP006010	0.34688	0.45440	195	182	93.3333
gene_MP006014	0.34940	0.83979	106	1	0.9434
gene_MP006100	0.34196	0.87757	1037	131	12.6326
gene_MP006123	0.35044	0.52367	108	95	87.9630
gene_MP006141	0.37895	0.80968	876	529	60.3881
gene_MP006142	0.36518	0.87465	87	0	0.0000
gene_MP006174	0.32286	0.99703	2389	2	0.0837
gene_MP006220	0.33093	0.89069	2198	0	0.0000
gene_MP006226	0.40037	0.72982	125	124	99.2000
gene_MP006235	0.37863	0.62814	24	16	66.6667
gene_MP006251	0.30993	0.52790	23	14	60.8696
gene_MP006296	0.41284	0.47022	36	31	86.1111
gene_MP006305	0.37883	0.71540	151	138	91.3907
gene_MP006381	0.46141	0.46280	79	47	59.4937
gene_MP006389	0.33163	0.40987	24	11	45.8333
gene_MP006392	0.32181	0.94934	3035	0	0.0000
gene_MP006395	0.36768	0.46439	31	17	54.8387
gene_MP006421	0.34985	0.71582	811	0	0.0000
gene_MP006448	0.42615	0.52468	59	32	54.2373
gene_MP006464	0.35069	0.74579	330	57	17.2727
gene_MP006495	0.32374	0.42519	29	0	0.0000
gene_MP006765	0.34115	0.77730	143	0	0.0000
gene_MP006895	0.42620	0.72118	41	0	0.0000
gene_MP007082	0.41566	0.58128	86	0	0.0000
gene_MP007106	0.35828	0.66891	948	2	0.2110
gene_MP007127	0.37775	0.69706	36	0	0.0000
gene_MP007150	0.44407	0.50964	71	0	0.0000
gene_MP007167	0.32744	0.64813	55	44	80.0000
gene_MP007187	0.34768	0.63008	50	9	18.0000
gene_MP007193	0.37748	0.74288	551	200	36.2976
gene_MP007237	0.36580	0.44074	51	43	84.3137
gene_MP007280	0.35033	0.99873	3249	0	0.0000
gene_MP007294	0.34925	1.00003	22	0	0.0000
gene_MP007337	0.34933	0.54431	65	42	64.6154
gene_MP007391	0.36275	0.84276	46	0	0.0000
gene_MP007464	0.33340	0.68388	276	158	57.2464
gene_MP007470	0.32829	0.95887	2912	5	0.1717
gene_MP007474	0.34596	0.81909	856	47	5.4907
gene_MP007487	0.34292	0.87857	100	0	0.0000
gene_MP007493	0.32611	0.91893	1180	0	0.0000
gene_MP007496	0.38418	0.66557	189	149	78.8360
gene_MP007498	0.34112	0.79952	167	93	55.6886
gene_MP007503	0.32171	0.58641	77	69	89.6104
gene_MP007516	0.35178	0.83947	513	459	89.4737
gene_MP007562	0.34531	0.86927	38	22	57.8947
gene_MP007571	0.35739	0.48493	35	13	37.1429
gene_MP007572	0.34980	0.69227	452	142	31.4159
gene_MP007583	0.36143	0.85247	580	4	0.6897
gene_MP007592	0.35761	0.53017	342	240	70.1754
gene_MP007593	0.35661	0.69468	88	66	75.0000
gene_MP007619	0.35185	0.96522	695	26	3.7410
gene_MP007621	0.35040	0.68678	83	20	24.0964
gene_MP007665	0.34095	0.86574	1841	113	6.1380
gene_MP007667	0.33534	0.74545	564	39	6.9149
gene_MP007671	0.38014	0.63197	83	53	63.8554
gene_MP007680	0.32719	1.00563	2757	0	0.0000
gene_MP007688	0.34344	0.99730	1082	64	5.9150
gene_MP007702	0.36901	0.32380	34	23	67.6471
gene_MP007724	0.39750	0.77471	1199	481	40.1168
gene_MP007737	0.36762	0.88134	1389	21	1.5119
gene_MP007782	0.38383	0.71255	843	764	90.6287
gene_MP007848	0.35637	0.51667	109	26	23.8532
gene_MP007855	0.36009	0.72021	182	102	56.0440
gene_MP007892	0.40469	0.68516	101	0	0.0000
gene_MP007898	0.42555	1.23066	131	105	80.1527
gene_MP007945	0.34972	0.47752	161	66	40.9938
gene_MP007979	0.36522	0.58332	50	21	42.0000
gene_MP008018	0.39210	0.80392	129	48	37.2093
gene_MP008039	0.33742	0.88145	142	0	0.0000
gene_MP008075	0.35826	0.55861	146	115	78.7671
gene_MP008102	0.36165	0.39239	25	15	60.0000
gene_MP008120	0.35924	0.74000	233	123	52.7897
gene_MP008163	0.33296	0.80230	56	0	0.0000
gene_MP008302	0.38081	0.74231	169	75	44.3787
gene_MP008460	0.41340	1.03251	66	40	60.6061
gene_MP008913	0.33272	0.61883	37	26	70.2703
gene_MP008951	0.34640	0.81141	275	208	75.6364
gene_MP009006	0.34640	0.81141	24	21	87.5000
gene_MP009014	0.34700	0.87370	593	481	81.1130
gene_MP009027	0.35932	0.84156	925	0	0.0000
gene_MP009033	0.35437	0.65814	137	0	0.0000
gene_MP009096	0.35374	0.80103	212	0	0.0000
gene_MP009118	0.33845	0.49584	31	22	70.9677
gene_MP009144	0.34640	0.81141	325	259	79.6923
gene_MP009214	0.34352	0.67450	33	11	33.3333
gene_MP009221	0.32887	0.95459	2981	1	0.0335
gene_MP009223	0.33394	0.69893	143	82	57.3427
gene_MP009232	0.34946	0.58951	41	36	87.8049
gene_MP009243	0.36343	0.60205	106	61	57.5472
gene_MP009265	0.42824	0.90839	53	0	0.0000
gene_MP009290	0.34371	0.95657	420	0	0.0000
gene_MP009297	0.35492	0.61395	103	76	73.7864
gene_MP009302	0.36343	0.60205	131	57	43.5115
gene_MP009389	0.37955	0.63334	20	14	70.0000
gene_MP009395	0.36284	0.74216	508	481	94.6850
gene_MP009406	0.36989	0.94697	2503	1	0.0400
gene_MP009409	0.39181	0.41250	47	20	42.5532
gene_MP009413	0.34946	0.58951	83	57	68.6747
gene_MP009429	0.34567	0.80596	262	110	41.9847
gene_MP009556	0.33449	0.71685	313	7	2.2364
gene_MP009573	0.34873	0.47760	22	17	77.2727
gene_MP009590	0.35763	0.52525	46	39	84.7826
gene_MP009592	0.37205	0.54970	73	52	71.2329
gene_MP009602	0.34798	0.80197	216	161	74.5370
gene_MP009766	0.36171	0.82055	106	93	87.7358
gene_MP009799	0.34733	0.72024	25	0	0.0000
gene_MP009851	0.35191	0.78644	677	628	92.7622
gene_MP009855	0.35763	0.52525	297	252	84.8485
gene_MP009977	0.41351	0.96602	53	43	81.1321
gene_MP010037	0.37965	0.83141	235	207	88.0851
gene_MP010078	0.42958	0.35534	53	50	94.3396
gene_MP010095	0.36664	0.86627	543	0	0.0000
gene_MP010140	0.35192	0.76180	174	0	0.0000
gene_MP010170	0.33255	0.64735	112	45	40.1786
gene_MP010183	0.38928	0.69640	35	0	0.0000
gene_MP010195	0.35040	0.96707	596	10	1.6779
gene_MP010200	0.34827	0.60490	44	36	81.8182
gene_MP010257	0.33565	0.51724	32	1	3.1250
gene_MP010271	0.43427	0.56099	20	0	0.0000
gene_MP010360	0.34870	0.75970	57	37	64.9123
gene_MP010473	0.40937	0.90660	270	250	92.5926
gene_MP010520	0.36538	0.69836	176	76	43.1818
gene_MP010566	0.35183	0.67873	33	22	66.6667
gene_MP010583	0.32725	0.76409	28	18	64.2857
gene_MP010586	0.36692	0.69116	58	35	60.3448
gene_MP010722	0.33950	0.89119	68	45	66.1765
gene_MP010747	0.44604	0.44659	20	20	100.0000
gene_MP010761	0.36449	0.50765	32	27	84.3750
gene_MP010837	0.37049	0.74363	74	51	68.9189
gene_MP010851	0.33462	0.48950	85	56	65.8824
gene_MP010858	0.35117	0.55861	30	22	73.3333
gene_MP010919	0.35325	0.58697	23	15	65.2174
gene_MP010927	0.32962	0.59326	39	4	10.2564
gene_MP010941	0.36779	0.54636	38	35	92.1053
gene_MP010982	0.32035	0.93776	354	0	0.0000
gene_MP010999	0.34956	0.85901	62	0	0.0000
gene_MP011001	0.30960	0.54214	33	27	81.8182
gene_MP011011	0.32761	0.98552	427	0	0.0000
gene_MP011101	0.37631	0.80908	308	263	85.3896
gene_MP011130	0.34117	0.63521	178	138	77.5281
gene_MP011135	0.53846	0.49552	28	0	0.0000
gene_MP011152	0.35914	0.83604	915	377	41.2022
gene_MP011175	0.38759	0.67343	128	108	84.3750
gene_MP011184	0.34986	0.86549	234	0	0.0000
gene_MP011230	0.31222	0.66957	22	11	50.0000
gene_MP011308	0.35006	0.48356	60	19	31.6667
gene_MP011318	0.32986	1.02053	634	27	4.2587
gene_MP011323	0.37510	0.93050	105	89	84.7619
gene_MP011344	0.41642	0.50303	30	0	0.0000
gene_MP011347	0.34115	0.65908	86	58	67.4419
gene_MP011349	0.32994	1.02004	901	0	0.0000
gene_MP011353	0.34057	0.82379	419	30	7.1599
gene_MP011364	0.34202	0.63574	100	62	62.0000
gene_MP011366	0.34345	0.98369	1444	64	4.4321
gene_MP011405	0.36251	0.72843	89	11	12.3596
gene_MP011518	0.33066	0.55422	58	50	86.2069
gene_MP011527	0.32355	0.41839	100	79	79.0000
gene_MP011559	0.34384	0.78370	40	16	40.0000
gene_MP011572	0.32857	0.98486	60	14	23.3333
gene_MP011620	0.38751	0.42577	21	15	71.4286
gene_MP011644	0.38928	1.08017	58	20	34.4828
gene_MP011702	0.33926	0.90025	266	0	0.0000
gene_MP011715	0.37892	0.44260	70	55	78.5714
gene_MP011721	0.41494	0.51267	111	44	39.6396
gene_MP011722	0.37567	0.45930	21	0	0.0000
gene_MP011744	0.46460	0.98559	66	42	63.6364
gene_MP011771	0.46917	0.39388	71	26	36.6197
gene_MP011775	0.32852	0.62011	141	95	67.3759
gene_MP011776	0.36960	0.62168	56	47	83.9286
gene_MP011795	0.44695	0.49386	26	15	57.6923
gene_MP011834	0.34745	0.77411	83	68	81.9277
gene_MP011856	0.37243	0.57969	39	4	10.2564
gene_MP011910	0.38799	0.61848	88	78	88.6364
gene_MP011929	0.34866	0.66435	23	11	47.8261
gene_MP011930	0.37060	0.89184	798	10	1.2531
gene_MP011996	0.40192	0.48870	39	26	66.6667
gene_MP012008	0.33015	0.84002	170	11	6.4706
gene_MP012019	0.36249	0.62116	35	24	68.5714
gene_MP012033	0.33060	0.81885	279	0	0.0000
gene_MP012040	0.36690	0.83845	28	8	28.5714
gene_MP012063	0.35721	0.91032	31	22	70.9677
gene_MP012065	0.38542	0.58363	37	19	51.3514
gene_MP012070	0.39979	0.52903	20	20	100.0000
gene_MP012149	0.33567	0.62692	237	17	7.1730
gene_MP012205	0.44444	0.84991	54	0	0.0000
gene_MP012225	0.38660	0.69501	122	103	84.4262
gene_MP012241	0.33506	0.81669	102	0	0.0000
gene_MP012264	0.33737	0.75704	62	45	72.5806
gene_MP012301	0.33936	0.67140	66	44	66.6667
gene_MP012312	0.39878	0.79725	88	71	80.6818
gene_MP012321	0.37231	0.59688	20	8	40.0000
gene_MP012374	0.35968	0.40351	24	16	66.6667
gene_MP012379	0.36251	0.63669	27	15	55.5556
gene_MP012413	0.42289	0.50978	40	36	90.0000
gene_MP012463	0.34939	0.62294	39	31	79.4872
gene_MP012496	0.38456	0.50865	24	9	37.5000
gene_MP012516	0.37207	0.69311	131	72	54.9618
gene_MP012578	0.34994	0.79954	82	0	0.0000
gene_MP012582	0.32652	0.58532	209	125	59.8086
gene_MP012590	0.34078	0.53198	84	14	16.6667
gene_MP012617	0.34645	0.86976	80	57	71.2500
gene_MP012647	0.35094	0.56161	38	27	71.0526
gene_MP012683	0.36550	0.59468	20	19	95.0000
gene_MP012722	0.37017	0.54500	51	10	19.6078
gene_MP012793	0.31838	0.90436	1005	16	1.5920
gene_MP012797	0.34703	0.60911	58	31	53.4483
gene_MP012808	0.33620	0.69515	166	91	54.8193
gene_MP012835	0.36782	0.67059	133	47	35.3383
gene_MP012862	0.39800	0.70109	74	42	56.7568
gene_MP012881	0.35500	0.77175	38	0	0.0000
gene_MP012906	0.33490	0.88910	526	24	4.5627
gene_MP012908	0.32514	0.80726	229	0	0.0000
gene_MP012936	0.44245	0.77377	25	4	16.0000
gene_MP012982	0.36108	0.68378	53	37	69.8113
gene_MP012992	0.36399	0.55560	62	3	4.8387
gene_MP012998	0.37285	1.09792	22	0	0.0000
gene_MP013006	0.38521	0.57943	20	18	90.0000
gene_MP013029	0.36491	0.66534	44	37	84.0909
gene_MP013040	0.35767	1.01855	43	0	0.0000
gene_MP013045	0.34598	0.64215	34	22	64.7059
gene_MP013079	0.36872	0.57921	70	56	80.0000
gene_MP013167	0.33990	0.80498	605	116	19.1736
gene_MP013170	0.32574	1.08761	421	0	0.0000
gene_MP013187	0.34191	0.40543	27	22	81.4815
gene_MP013189	0.35411	0.63895	32	19	59.3750
gene_MP013191	0.40760	0.83502	69	61	88.4058
gene_MP013214	0.35353	0.64897	93	12	12.9032
gene_MP013239	0.33411	0.89410	424	0	0.0000
gene_MP013250	0.36162	0.73574	75	10	13.3333
gene_MP013256	0.35033	0.98199	483	0	0.0000
gene_MP013259	0.40700	0.60766	23	15	65.2174
gene_MP013303	0.48316	0.51725	34	0	0.0000
gene_MP013310	0.35752	0.80479	136	126	92.6471
gene_MP013348	0.35313	0.67759	75	19	25.3333
gene_MP013393	0.34069	0.85300	288	0	0.0000
gene_MP013496	0.35049	0.69405	37	0	0.0000
gene_MP013505	0.35060	0.88031	288	0	0.0000
gene_MP013526	0.36335	0.53903	55	15	27.2727
gene_MP013536	0.37551	0.67185	86	56	65.1163
gene_MP013538	0.32424	0.98872	1078	0	0.0000
gene_MP013541	0.35361	0.96973	205	0	0.0000
gene_MP013548	0.36711	0.49136	36	21	58.3333
gene_MP013713	0.39010	0.70854	101	0	0.0000
gene_MP013747	0.36205	0.87142	347	0	0.0000
gene_MP013749	0.32606	0.71535	80	46	57.5000
gene_MP013807	0.33672	0.67989	88	37	42.0455
gene_MP013846	0.32618	0.77997	128	16	12.5000
gene_MP013856	0.35105	0.95950	685	0	0.0000
gene_MP013891	0.37575	0.79524	75	0	0.0000
gene_MP013983	0.40278	0.98936	104	80	76.9231
gene_MP014005	0.33447	0.47501	39	28	71.7949
gene_MP014015	0.36993	0.39537	33	22	66.6667
gene_MP014113	0.36511	0.76743	130	0	0.0000
gene_MP014120	0.40315	0.64851	25	0	0.0000
gene_MP014219	0.32307	0.64612	99	4	4.0404
gene_MP014310	0.41371	0.80024	28	0	0.0000
gene_MP014324	0.33839	0.80141	108	67	62.0370
gene_MP014341	0.33697	0.66567	55	0	0.0000
gene_MP014347	0.37796	0.96550	342	191	55.8480
gene_MP014419	0.34579	0.55715	37	7	18.9189
gene_MP014420	0.40398	0.68383	61	61	100.0000
gene_MP014430	0.34490	0.53486	20	11	55.0000
gene_MP014479	0.34600	0.40150	48	23	47.9167
gene_MP014510	0.35404	0.68071	109	31	28.4404
gene_MP014526	0.35375	0.75494	346	44	12.7168
gene_MP014544	0.36809	0.74275	75	0	0.0000
gene_MP014577	0.32301	0.53153	90	53	58.8889
gene_MP014735	0.34085	0.80192	1163	378	32.5021
gene_MP014823	0.35786	0.92138	1808	442	24.4469
gene_MP014889	0.34214	0.72462	65	44	67.6923
gene_MP014904	0.33652	0.60510	38	27	71.0526
gene_MP014977	0.36328	0.50583	33	24	72.7273
gene_MP014996	0.43433	0.57957	20	20	100.0000
gene_MP015074	0.36282	0.62243	29	20	68.9655
gene_MP015142	0.32444	1.02948	3552	1	0.0282
gene_MP015211	0.36689	0.90190	1848	0	0.0000
gene_MP015219	0.32415	0.86686	146	0	0.0000
gene_MP015229	0.35972	0.85924	106	0	0.0000
gene_MP015236	0.39406	0.91772	260	1	0.3846
gene_MP015251	0.32845	0.70350	222	191	86.0360
gene_MP015425	0.33471	0.92364	1391	28	2.0129
gene_MP015759	0.46816	0.81045	63	0	0.0000
gene_MP015852	0.33374	0.55328	54	18	33.3333
gene_MP016257	0.36992	0.63912	86	31	36.0465
gene_MP016287	0.35478	0.80126	164	103	62.8049
gene_MP016321	0.34687	0.39394	30	6	20.0000
gene_MP016334	0.38541	1.06752	259	186	71.8147
gene_MP016407	0.44638	0.83270	57	0	0.0000
gene_MP016441	0.36418	0.70446	192	111	57.8125
gene_MP016446	0.34959	0.67162	54	37	68.5185
gene_MP016451	0.38137	0.73900	40	30	75.0000
gene_MP016452	0.39866	0.70247	246	217	88.2114
gene_MP016456	0.32571	0.98184	4422	10	0.2261
gene_MP016474	0.35841	0.46092	116	52	44.8276
gene_MP016477	0.34781	0.46360	30	19	63.3333
gene_MP016506	0.35814	0.96492	615	0	0.0000
gene_MP016530	0.34481	0.97787	646	69	10.6811
gene_MP016543	0.36933	0.69376	405	259	63.9506
gene_MP016556	0.37187	0.74869	246	177	71.9512
gene_MP016590	0.33503	0.63781	87	41	47.1264
gene_MP016594	0.39666	0.73175	203	0	0.0000
gene_MP016655	0.38613	0.87751	70	40	57.1429
gene_MP016659	0.34434	1.13541	171	0	0.0000
gene_MP016684	0.36269	0.85853	644	35	5.4348
gene_MP016755	0.33282	0.94884	1335	2	0.1498
gene_MP016792	0.37932	0.66660	61	17	27.8689
gene_MP016795	0.38043	0.45628	130	108	83.0769
gene_MP016800	0.32294	0.77605	172	139	80.8140
gene_MP016821	0.37968	1.11981	388	264	68.0412
gene_MP016846	0.35842	0.73963	83	36	43.3735
gene_MP016852	0.34833	0.71844	140	105	75.0000
gene_MP016856	0.33648	0.90931	610	128	20.9836
gene_MP016857	0.35979	0.48877	43	33	76.7442
gene_MP016867	0.32365	0.56699	47	21	44.6809
gene_MP016927	0.33967	0.80365	633	0	0.0000
gene_MP016945	0.33032	0.70745	130	0	0.0000
gene_MP016956	0.32853	0.61631	44	27	61.3636
gene_MP016962	0.32333	0.68231	29	9	31.0345
gene_MP016965	0.39755	0.77589	674	557	82.6409
gene_MP017037	0.39634	0.77013	336	116	34.5238
gene_MP017038	0.49312	0.83625	99	0	0.0000
gene_MP017039	0.49228	0.82518	109	92	84.4037
gene_MP017049	0.37984	0.70913	24	0	0.0000
gene_MP017107	0.40829	0.90658	42	0	0.0000
gene_MP017235	0.47363	0.80259	39	0	0.0000
gene_MP017333	0.41928	0.60512	20	0	0.0000
gene_MP017916	0.38302	0.55759	44	22	50.0000
gene_MP017962	0.40081	0.49827	80	46	57.5000
gene_MP018118	0.34415	0.50275	42	0	0.0000
gene_MP018268	0.37445	0.83906	114	83	72.8070
gene_MP018272	0.34214	0.67356	473	76	16.0677
gene_MP018431	0.35017	0.97890	938	26	2.7719
gene_MP018465	0.37975	0.56543	120	95	79.1667
gene_MP018472	0.35543	0.48207	127	0	0.0000
gene_MP018522	0.46992	0.65023	22	0	0.0000
gene_MP018567	0.37310	0.63577	29	20	68.9655
gene_MP018573	0.35529	0.53090	51	43	84.3137
gene_MP018600	0.37562	0.90403	359	169	47.0752
gene_MP018602	0.33151	0.76652	60	0	0.0000
gene_MP018619	0.35631	0.43081	252	142	56.3492
gene_MP018620	0.35185	1.00346	105	55	52.3810
gene_MP018695	0.40352	0.41460	67	63	94.0299
gene_MP018771	0.42367	0.59294	44	0	0.0000
gene_MP018775	0.42196	0.61373	23	0	0.0000
gene_MP018821	0.35764	0.46054	51	40	78.4314
gene_MP018834	0.33903	0.54329	66	0	0.0000
gene_MP018873	0.37099	0.64534	274	184	67.1533
gene_MP018890	0.35670	0.71842	22	9	40.9091
gene_MP018898	0.36481	0.86304	174	0	0.0000
gene_MP018946	0.33273	0.58283	107	78	72.8972
gene_MP018998	0.33625	0.92854	591	0	0.0000
gene_MP019012	0.37739	0.60430	307	270	87.9479
gene_MP019110	0.33625	0.92854	278	0	0.0000
gene_MP019226	0.34695	0.70816	88	29	32.9545
gene_MP000017	0.36429	0.46217	55	52	94.5455
gene_MP000060	0.35262	0.74990	412	284	68.9320
gene_MP000072	0.33942	0.77300	258	154	59.6899
gene_MP000126	0.35943	0.41846	23	5	21.7391
gene_MP000220	0.36409	0.58755	22	6	27.2727
gene_MP000237	0.35346	0.76510	292	19	6.5068
gene_MP000286	0.32768	0.99061	2154	0	0.0000
gene_MP000292	0.33362	0.93281	668	0	0.0000
gene_MP000336	0.35553	0.55452	86	43	50.0000
gene_MP000381	0.39182	0.75718	317	237	74.7634
gene_MP000422	0.38214	0.68790	293	226	77.1331
gene_MP000438	0.37293	0.47785	23	17	73.9130
gene_MP000485	0.35035	0.73426	247	222	89.8785
gene_MP000486	0.35328	0.94511	257	21	8.1712
gene_MP000513	0.34567	0.65501	56	49	87.5000
gene_MP000568	0.35659	0.71906	170	129	75.8824
gene_MP000604	0.33228	0.70126	104	52	50.0000
gene_MP000659	0.33738	0.82851	78	0	0.0000
gene_MP000782	0.35039	0.74902	129	0	0.0000
gene_MP000796	0.36755	0.55463	54	42	77.7778
gene_MP000803	0.34220	0.79751	393	31	7.8880
gene_MP000804	0.32749	0.97179	1928	0	0.0000
gene_MP000805	0.36973	0.56289	31	21	67.7419
gene_MP000807	0.36825	0.90364	2458	0	0.0000
gene_MP000823	0.37985	0.76019	345	298	86.3768
gene_MP000836	0.37343	0.44782	21	21	100.0000
gene_MP000847	0.34922	0.94584	4249	54	1.2709
gene_MP001079	0.37097	0.70096	280	102	36.4286
gene_MP001096	0.37097	0.70096	478	295	61.7155
gene_MP001106	0.37097	0.70096	44	35	79.5455
gene_MP001133	0.37201	0.77923	32	29	90.6250
gene_MP001136	0.35385	0.70558	521	411	78.8868
gene_MP001154	0.35846	0.89761	1326	0	0.0000
gene_MP001156	0.33242	0.94920	1945	0	0.0000
gene_MP001186	0.37174	0.77499	260	230	88.4615
gene_MP001190	0.37500	0.77525	1984	167	8.4173
gene_MP001191	0.35561	0.77313	192	82	42.7083
gene_MP001201	0.35266	0.97266	1425	38	2.6667
gene_MP001223	0.37343	0.44782	97	90	92.7835
gene_MP001241	0.35919	0.89041	422	0	0.0000
gene_MP001292	0.41620	0.42060	24	16	66.6667
gene_MP001493	0.49210	0.52252	44	29	65.9091
gene_MP001529	0.43774	0.42220	42	42	100.0000
gene_MP001554	0.38558	0.83367	671	365	54.3964
gene_MP001614	0.36683	0.89197	38	25	65.7895
gene_MP001634	0.37452	0.70229	89	61	68.5393
gene_MP001702	0.34236	0.81742	102	58	56.8627
gene_MP001709	0.34236	0.81742	280	34	12.1429
gene_MP001729	0.47040	0.76391	53	0	0.0000
gene_MP001923	0.35829	0.60639	192	138	71.8750
gene_MP002038	0.36052	0.77116	90	60	66.6667
gene_MP002084	0.36340	0.80677	336	125	37.2024
gene_MP002113	0.37592	0.92648	146	132	90.4110
gene_MP002131	0.36345	0.71596	21	11	52.3810
gene_MP002267	0.35118	0.47063	36	30	83.3333
gene_MP002272	0.36467	0.72938	49	37	75.5102
gene_MP002291	0.36016	0.93512	200	6	3.0000
gene_MP002293	0.38527	0.57216	57	41	71.9298
gene_MP002299	0.45190	0.39330	55	44	80.0000
gene_MP002310	0.33233	0.95174	894	0	0.0000
gene_MP002321	0.35243	0.74475	78	52	66.6667
gene_MP002340	0.39124	0.72651	258	169	65.5039
gene_MP002449	0.35577	0.87776	65	0	0.0000
gene_MP002480	0.35503	0.60185	32	25	78.1250
gene_MP002483	0.34736	0.86434	148	84	56.7568
gene_MP002487	0.33528	0.98532	1581	37	2.3403
gene_MP002490	0.36240	0.89583	508	212	41.7323
gene_MP002498	0.38622	0.62791	95	76	80.0000
gene_MP002503	0.38013	0.36960	30	28	93.3333
gene_MP002555	0.35607	0.66143	112	0	0.0000
gene_MP002610	0.36156	0.65138	145	78	53.7931
gene_MP002621	0.34926	0.55788	34	12	35.2941
gene_MP002622	0.35464	0.57967	90	71	78.8889
gene_MP002623	0.37437	0.60989	97	66	68.0412
gene_MP002626	0.37852	0.81689	21	7	33.3333
gene_MP002632	0.38208	0.63399	83	57	68.6747
gene_MP002671	0.30422	0.82688	44	0	0.0000
gene_MP002677	0.36277	0.91782	1954	133	6.8066
gene_MP002719	0.36074	0.57990	64	53	82.8125
gene_MP002722	0.41026	0.98296	58	41	70.6897
gene_MP002723	0.34678	0.93206	1323	104	7.8609
gene_MP002724	0.35428	0.77345	346	151	43.6416
gene_MP002726	0.37606	0.88835	865	115	13.2948
gene_MP002767	0.37992	0.87291	549	151	27.5046
gene_MP002770	0.36370	0.47181	42	31	73.8095
gene_MP002771	0.49055	0.56864	38	0	0.0000
gene_MP002783	0.34608	0.63900	116	101	87.0690
gene_MP002802	0.35584	0.56242	40	29	72.5000
gene_MP002805	0.40208	0.54299	21	15	71.4286
gene_MP002841	0.37855	0.80901	97	15	15.4639
gene_MP002857	0.35786	0.65855	42	26	61.9048
gene_MP002872	0.33920	0.43897	47	39	82.9787
gene_MP002876	0.35615	0.85780	111	0	0.0000
gene_MP002892	0.37217	0.56493	35	28	80.0000
gene_MP002901	0.38722	0.88940	85	71	83.5294
gene_MP002908	0.36649	0.65591	21	11	52.3810
gene_MP002909	0.54212	0.67041	26	0	0.0000
gene_MP002934	0.33129	0.70553	79	56	70.8861
gene_MP002971	0.32006	0.95334	1009	0	0.0000
gene_MP003035	0.38239	0.79792	102	82	80.3922
gene_MP003100	0.38236	0.74115	94	82	87.2340
gene_MP003206	0.32286	0.85795	90	36	40.0000
gene_MP003259	0.35133	0.97192	35	24	68.5714
gene_MP003287	0.38686	0.75903	282	176	62.4113
gene_MP003326	0.50800	0.64390	31	0	0.0000
gene_MP003337	0.39900	0.54634	30	21	70.0000
gene_MP003394	0.35820	0.63834	112	101	90.1786
gene_MP003415	0.33976	0.67373	122	77	63.1148
gene_MP003418	0.38366	0.76474	52	46	88.4615
gene_MP003423	0.38894	0.68824	53	0	0.0000
gene_MP003424	0.35882	0.94084	2058	66	3.2070
gene_MP003426	0.36496	0.37209	28	17	60.7143
gene_MP003454	0.34621	0.92155	2404	0	0.0000
gene_MP003472	0.35323	0.76016	354	90	25.4237
gene_MP003491	0.34307	1.09503	201	2	0.9950
gene_MP003508	0.39633	1.05482	51	37	72.5490
gene_MP003557	0.35673	0.65386	40	24	60.0000
gene_MP003683	0.33635	0.94868	2481	8	0.3225
gene_MP003750	0.36229	1.00751	145	95	65.5172
gene_MP003755	0.38444	0.64984	182	132	72.5275
gene_MP003770	0.36662	0.92205	318	177	55.6604
gene_MP003774	0.34568	0.48862	46	35	76.0870
gene_MP003794	0.39397	0.67583	93	75	80.6452
gene_MP003812	0.36017	1.00429	2618	221	8.4416
gene_MP003820	0.38728	0.62634	112	97	86.6071
gene_MP003982	0.37809	0.67350	32	26	81.2500
gene_MP003987	0.38121	0.50727	110	69	62.7273
gene_MP004055	0.36037	0.46847	36	27	75.0000
gene_MP004090	0.36173	0.85852	119	1	0.8403
gene_MP004094	0.35815	0.94311	2390	56	2.3431
gene_MP004095	0.36125	0.70309	49	38	77.5510
gene_MP004097	0.34066	0.64862	50	0	0.0000
gene_MP004104	0.32531	0.98877	8402	0	0.0000
gene_MP004208	0.34359	0.83952	526	0	0.0000
gene_MP004225	0.40245	0.68408	47	29	61.7021
gene_MP004248	0.40627	0.53971	275	6	2.1818
gene_MP004395	0.38530	1.00152	230	196	85.2174
gene_MP004408	0.32214	0.99507	457	0	0.0000
gene_MP004413	0.32520	0.92753	508	0	0.0000
gene_MP004416	0.35658	0.83154	162	0	0.0000
gene_MP004420	0.35931	0.88310	129	0	0.0000
gene_MP004423	0.38561	0.41746	29	8	27.5862
gene_MP004444	0.32180	0.96495	1841	39	2.1184
gene_MP004447	0.34827	0.44812	99	73	73.7374
gene_MP004452	0.34574	0.95112	229	206	89.9563
gene_MP004458	0.42066	0.55571	173	129	74.5665
gene_MP004563	0.34130	0.82126	22	14	63.6364
gene_MP004573	0.36362	0.85082	158	0	0.0000
gene_MP004589	0.34527	0.79525	121	0	0.0000
gene_MP004593	0.33894	0.50660	129	88	68.2171
gene_MP004609	0.34301	0.74023	33	0	0.0000
gene_MP004780	0.38775	0.87959	123	87	70.7317
gene_MP004941	0.32675	0.59720	43	0	0.0000
gene_MP004990	0.32214	0.99507	178	0	0.0000
