gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
gene_MP024424	0.37905	0.96817	528	3	0.5682
gene_MP024487	0.37808	0.91223	34	0	0.0000
gene_MP024513	0.39175	0.90993	369	0	0.0000
gene_MP024519	0.36132	1.01960	417	0	0.0000
gene_MP024534	0.40741	0.86283	61	0	0.0000
gene_MP024543	0.40342	0.72627	72	0	0.0000
gene_MP024688	0.36018	0.96059	555	0	0.0000
gene_MP024761	0.44330	1.09077	30	0	0.0000
gene_MP024765	0.57879	0.76004	21	0	0.0000
gene_MP000020	0.37477	0.85683	110	0	0.0000
gene_MP000082	0.37937	0.93106	78	0	0.0000
gene_MP000102	0.35771	0.96150	31	0	0.0000
gene_MP000122	0.38149	1.07582	265	0	0.0000
gene_MP000133	0.36063	0.96159	62	4	6.4516
gene_MP000244	0.36637	1.08354	45	0	0.0000
gene_MP000273	0.37401	0.74706	96	4	4.1667
gene_MP000282	0.35778	1.10453	227	0	0.0000
gene_MP000286	0.34737	0.62399	72	5	6.9444
gene_MP000304	0.36106	1.00867	297	5	1.6835
gene_MP000321	0.35833	0.43152	38	13	34.2105
gene_MP000415	0.38534	0.98212	149	4	2.6846
gene_MP000516	0.39367	1.22968	1653	1	0.0605
gene_MP000567	0.34016	1.03984	1163	0	0.0000
gene_MP000639	0.38860	1.15580	282	0	0.0000
gene_MP000645	0.34579	1.07338	116	0	0.0000
gene_MP000646	0.43936	0.75646	38	9	23.6842
gene_MP000674	0.33983	0.97905	299	0	0.0000
gene_MP000709	0.35778	1.10453	82	0	0.0000
gene_MP000753	0.40522	1.12151	37	0	0.0000
gene_MP000827	0.38922	0.97283	760	6	0.7895
gene_MP000926	0.38852	1.17487	661	0	0.0000
gene_MP000934	0.38952	1.08369	556	8	1.4388
gene_MP000937	0.36168	1.11770	573	0	0.0000
gene_MP001201	0.38216	1.14571	1405	0	0.0000
gene_MP001203	0.35965	0.95006	1991	0	0.0000
gene_MP001286	0.33364	0.83333	61	0	0.0000
gene_MP001293	0.38077	1.05933	344	0	0.0000
gene_MP001496	0.37435	0.97075	154	0	0.0000
gene_MP001499	0.35028	1.06463	133	0	0.0000
gene_MP001545	0.40738	0.89138	1334	0	0.0000
gene_MP001569	0.36180	0.99891	237	0	0.0000
gene_MP001600	0.35955	0.95998	543	0	0.0000
gene_MP001621	0.38797	0.99006	192	0	0.0000
gene_MP001738	0.35647	0.49993	27	10	37.0370
gene_MP001774	0.35894	1.00777	2199	0	0.0000
gene_MP001785	0.35429	1.06159	219	0	0.0000
gene_MP001813	0.41956	0.59736	25	3	12.0000
gene_MP001814	0.38749	0.93935	244	0	0.0000
gene_MP001826	0.37445	1.16174	1016	0	0.0000
gene_MP001869	0.40631	1.05205	476	11	2.3109
gene_MP001889	0.39518	0.98334	69	5	7.2464
gene_MP001890	0.37564	0.87890	48	0	0.0000
gene_MP001891	0.35097	0.70708	90	8	8.8889
gene_MP001923	0.38256	1.04444	512	0	0.0000
gene_MP001968	0.37760	0.84548	287	3	1.0453
gene_MP001969	0.36373	1.07944	196	3	1.5306
gene_MP001995	0.37906	1.11426	798	0	0.0000
gene_MP002040	0.38344	0.87185	243	11	4.5267
gene_MP002338	0.44120	1.11621	24	17	70.8333
gene_MP002432	0.54947	0.90127	21	0	0.0000
gene_MP002457	0.40004	1.02205	556	1	0.1799
gene_MP002459	0.36078	1.02213	360	0	0.0000
gene_MP002465	0.33621	0.90994	28	0	0.0000
gene_MP002490	0.39586	0.89107	98	27	27.5510
gene_MP002493	0.37162	0.47902	20	17	85.0000
gene_MP002498	0.43607	1.02806	107	0	0.0000
gene_MP002552	0.35331	0.96228	770	0	0.0000
gene_MP002562	0.36958	0.91662	231	0	0.0000
gene_MP002821	0.39611	0.68012	48	6	12.5000
gene_MP002834	0.40871	0.87049	65	0	0.0000
gene_MP003029	0.38775	1.23991	396	0	0.0000
gene_MP003111	0.36021	0.92793	136	0	0.0000
gene_MP003182	0.36903	0.68550	95	10	10.5263
gene_MP003298	0.69052	1.23142	190	0	0.0000
gene_MP003333	0.33460	0.59864	27	6	22.2222
gene_MP003334	0.32725	0.70013	64	5	7.8125
gene_MP003409	0.36354	1.04670	465	0	0.0000
gene_MP003492	0.35909	0.93691	334	11	3.2934
gene_MP003517	0.38939	1.08841	673	0	0.0000
gene_MP003561	0.39608	0.95004	146	2	1.3699
gene_MP003574	0.35673	1.07938	85	0	0.0000
gene_MP003577	0.36179	0.96192	37	0	0.0000
gene_MP003583	0.40662	1.05429	291	0	0.0000
gene_MP003588	0.38637	1.07659	845	0	0.0000
gene_MP003618	0.52753	1.08660	64	0	0.0000
gene_MP003674	0.37113	1.18111	405	0	0.0000
gene_MP003678	0.34284	0.36059	36	7	19.4444
gene_MP003712	0.37200	1.13396	203	0	0.0000
gene_MP003721	0.39711	1.23968	967	0	0.0000
gene_MP003743	0.38670	1.16295	274	0	0.0000
gene_MP003951	0.38836	1.05182	299	5	1.6722
gene_MP003998	0.38414	0.75975	155	2	1.2903
gene_MP004012	0.37587	1.10211	357	0	0.0000
gene_MP004079	0.35082	0.71724	111	1	0.9009
gene_MP004089	0.37092	0.87153	289	15	5.1903
gene_MP004298	0.37094	0.95406	194	0	0.0000
gene_MP004328	0.40755	0.67011	22	3	13.6364
gene_MP004405	0.35119	0.65778	23	11	47.8261
gene_MP004499	0.37825	1.06258	965	0	0.0000
gene_MP004502	0.42108	1.23728	714	0	0.0000
gene_MP004512	0.37189	0.91824	129	0	0.0000
gene_MP004809	0.36317	0.82111	64	0	0.0000
gene_MP004818	0.38364	1.01409	349	0	0.0000
gene_MP004827	0.41400	0.91997	26	0	0.0000
gene_MP004839	0.37741	1.08572	1082	3	0.2773
gene_MP005022	0.46174	1.07490	125	0	0.0000
gene_MP005045	0.42975	1.11373	603	9	1.4925
gene_MP005112	0.45425	1.10123	96	34	35.4167
gene_MP005124	0.34921	0.76036	237	6	2.5316
gene_MP005126	0.37178	0.62157	30	14	46.6667
gene_MP005136	0.34439	0.96684	239	4	1.6736
gene_MP005192	0.36519	0.97253	503	0	0.0000
gene_MP005485	0.34780	0.89298	52	0	0.0000
gene_MP005553	0.37326	1.07380	141	0	0.0000
gene_MP005581	0.40421	1.10065	236	0	0.0000
gene_MP005617	0.38168	1.16322	1044	0	0.0000
gene_MP005635	0.37811	1.14384	45	0	0.0000
gene_MP005735	0.36119	0.97809	168	0	0.0000
gene_MP005742	0.37917	1.11480	24	0	0.0000
gene_MP005796	0.37697	1.09337	252	3	1.1905
gene_MP005866	0.35254	0.73644	39	1	2.5641
gene_MP005971	0.36877	1.12831	234	0	0.0000
gene_MP006094	0.37830	1.08814	23	0	0.0000
gene_MP006209	0.35166	1.00942	1290	0	0.0000
gene_MP006225	0.38969	0.79326	160	11	6.8750
gene_MP006240	0.39186	0.92231	357	0	0.0000
gene_MP006292	0.36134	0.99887	667	0	0.0000
gene_MP006297	0.44811	1.04164	265	0	0.0000
gene_MP006306	0.38749	0.91779	149	4	2.6846
gene_MP006309	0.37151	0.82923	275	18	6.5455
gene_MP006336	0.36482	1.02254	42	0	0.0000
gene_MP006396	0.38216	0.92649	36	0	0.0000
gene_MP006503	0.40647	0.83657	52	0	0.0000
gene_MP006670	0.35056	0.95464	973	0	0.0000
gene_MP006672	0.35230	0.95354	176	0	0.0000
gene_MP006808	0.41302	1.05753	115	0	0.0000
gene_MP006839	0.35146	0.99209	462	10	2.1645
gene_MP006884	0.37047	0.70066	111	0	0.0000
gene_MP006889	0.40872	0.95320	191	0	0.0000
gene_MP006940	0.41758	1.12890	132	1	0.7576
gene_MP006958	0.37210	1.10129	563	0	0.0000
gene_MP007002	0.39748	0.89390	249	2	0.8032
gene_MP007012	0.45317	1.16827	333	3	0.9009
gene_MP007014	0.40859	0.99428	84	0	0.0000
gene_MP007021	0.36784	0.99281	52	0	0.0000
gene_MP007232	0.65497	1.00992	88	0	0.0000
gene_MP007411	0.37814	0.84691	62	0	0.0000
gene_MP007421	0.40478	1.10282	168	0	0.0000
gene_MP007430	0.35534	1.00926	544	0	0.0000
gene_MP007450	0.43177	1.23705	218	0	0.0000
gene_MP007459	0.34652	0.99332	1573	0	0.0000
gene_MP007463	0.39548	0.87668	22	0	0.0000
gene_MP007466	0.40686	1.11147	1148	20	1.7422
gene_MP007480	0.34521	0.97499	294	0	0.0000
gene_MP007489	0.32179	0.60995	23	2	8.6957
gene_MP007515	0.37721	1.07696	387	0	0.0000
gene_MP007536	0.50354	1.32788	1304	16	1.2270
gene_MP007543	0.35252	0.72628	20	0	0.0000
gene_MP007558	0.37646	1.07157	141	0	0.0000
gene_MP007563	0.44240	1.10296	583	11	1.8868
gene_MP007565	0.35508	1.02938	5338	0	0.0000
gene_MP007569	0.37234	1.10816	180	0	0.0000
gene_MP007573	0.38966	1.08921	363	0	0.0000
gene_MP007587	0.37803	1.20307	392	0	0.0000
gene_MP007598	0.37853	0.81611	116	8	6.8966
gene_MP007619	0.48499	1.16061	118	0	0.0000
gene_MP007627	0.36416	0.96528	360	1	0.2778
gene_MP007635	0.36324	1.09517	136	0	0.0000
gene_MP007642	0.37509	1.13255	131	0	0.0000
gene_MP007657	0.55085	0.89384	44	1	2.2727
gene_MP007665	0.41960	1.21655	57	0	0.0000
gene_MP007692	0.65382	1.01135	42	0	0.0000
gene_MP007694	0.65382	1.01135	200	0	0.0000
gene_MP007711	0.42334	1.26053	963	0	0.0000
gene_MP007781	0.37155	0.47232	26	6	23.0769
gene_MP007796	0.46225	1.10600	559	16	2.8623
gene_MP007829	0.43059	1.22464	88	0	0.0000
gene_MP007831	0.36128	1.09218	3809	0	0.0000
gene_MP007834	0.38492	0.99663	117	0	0.0000
gene_MP008026	0.57398	0.79196	40	0	0.0000
gene_MP008792	0.65381	1.00983	105	0	0.0000
gene_MP009051	0.51978	0.80330	239	0	0.0000
gene_MP009054	0.52069	0.80050	146	0	0.0000
gene_MP009534	0.40767	0.84592	658	0	0.0000
gene_MP009540	0.40101	1.06989	83	0	0.0000
gene_MP009546	0.37955	1.20068	601	0	0.0000
gene_MP009554	0.37646	0.81256	110	8	7.2727
gene_MP009558	0.37766	1.14281	2945	1	0.0340
gene_MP009563	0.37368	0.69971	49	4	8.1633
gene_MP009596	0.39316	0.44393	74	2	2.7027
gene_MP009652	0.40767	0.84592	97	0	0.0000
gene_MP009664	0.37634	1.10706	495	11	2.2222
gene_MP009780	0.40214	1.14286	145	2	1.3793
gene_MP009825	0.37185	0.90029	224	4	1.7857
gene_MP010047	0.37172	0.85909	173	2	1.1561
gene_MP010095	0.39292	1.01085	755	0	0.0000
gene_MP010102	0.40732	1.16627	209	2	0.9569
gene_MP010193	0.35071	0.91551	424	0	0.0000
gene_MP010198	0.38823	1.01846	431	0	0.0000
gene_MP010202	0.34857	1.04647	1086	0	0.0000
gene_MP010221	0.38396	1.10018	693	12	1.7316
gene_MP010222	0.36813	1.13039	60	0	0.0000
gene_MP010227	0.38192	0.94155	303	1	0.3300
gene_MP010288	0.38263	1.01124	165	0	0.0000
gene_MP010295	0.36479	0.97602	637	17	2.6688
gene_MP010301	0.37268	0.99864	69	0	0.0000
gene_MP010305	0.34876	1.09151	901	0	0.0000
gene_MP010437	0.38396	1.10018	505	0	0.0000
gene_MP010626	0.65451	1.02765	50	0	0.0000
gene_MP011107	0.35696	0.82458	30	0	0.0000
gene_MP011169	0.65502	1.00827	55	0	0.0000
gene_MP011832	0.38817	0.78559	132	0	0.0000
gene_MP011846	0.36122	0.89487	49	0	0.0000
gene_MP011867	0.37441	0.97979	536	0	0.0000
gene_MP011912	0.36033	0.91002	78	1	1.2821
gene_MP012013	0.36528	0.85573	167	0	0.0000
gene_MP012015	0.47703	1.23790	162	0	0.0000
gene_MP012098	0.34629	0.94340	188	0	0.0000
gene_MP012123	0.35988	0.87473	42	7	16.6667
gene_MP012130	0.37317	0.91723	26	0	0.0000
gene_MP012162	0.34293	0.97934	158	3	1.8987
gene_MP012405	0.42023	1.08765	37	0	0.0000
gene_MP012406	0.37461	1.03239	226	0	0.0000
gene_MP012407	0.35711	0.97580	3749	1	0.0267
gene_MP012439	0.34863	0.88598	236	0	0.0000
gene_MP012578	0.35240	0.99199	63	0	0.0000
gene_MP012605	0.48064	1.17671	328	0	0.0000
gene_MP012609	0.36915	0.84067	189	1	0.5291
gene_MP012886	0.37076	1.20481	187	0	0.0000
gene_MP012912	0.38568	1.06768	364	1	0.2747
gene_MP012919	0.35380	1.02133	107	0	0.0000
gene_MP012955	0.36806	0.66914	21	5	23.8095
gene_MP013019	0.38708	0.88362	139	13	9.3525
gene_MP013038	0.35464	1.06900	144	0	0.0000
gene_MP013045	0.40059	0.52977	28	8	28.5714
gene_MP013055	0.35348	0.85936	263	4	1.5209
gene_MP013057	0.36412	0.68894	192	7	3.6458
gene_MP013061	0.36530	0.69399	70	12	17.1429
gene_MP013102	0.40142	1.03068	124	0	0.0000
gene_MP013105	0.47385	0.69169	37	1	2.7027
gene_MP013379	0.33560	0.86091	41	21	51.2195
gene_MP013462	0.36655	0.74621	55	0	0.0000
gene_MP013480	0.36438	0.45138	27	5	18.5185
gene_MP013485	0.35515	0.98640	475	0	0.0000
gene_MP013488	0.38675	1.06222	175	0	0.0000
gene_MP013667	0.32872	0.62974	20	8	40.0000
gene_MP013743	0.33658	0.50747	36	9	25.0000
gene_MP013744	0.36189	1.07809	86	0	0.0000
gene_MP013759	0.40306	0.73650	28	0	0.0000
gene_MP013791	0.37042	0.69607	67	11	16.4179
gene_MP013879	0.33581	0.93654	76	0	0.0000
gene_MP013900	0.37142	0.90464	94	0	0.0000
gene_MP013912	0.35359	0.99730	258	0	0.0000
gene_MP013916	0.37984	0.74840	94	6	6.3830
gene_MP013953	0.45852	1.03955	36	0	0.0000
gene_MP014034	0.38115	0.43287	27	11	40.7407
gene_MP014234	0.40419	1.16326	407	0	0.0000
gene_MP014249	0.38139	0.52912	31	5	16.1290
gene_MP014259	0.36486	1.01911	308	9	2.9221
gene_MP014327	0.43457	1.05710	62	0	0.0000
gene_MP014405	0.43810	1.10725	292	0	0.0000
gene_MP014410	0.37128	0.93863	34	0	0.0000
gene_MP014420	0.33367	0.84495	70	4	5.7143
gene_MP014437	0.36870	1.24638	3236	1	0.0309
gene_MP014449	0.38889	0.97203	21	0	0.0000
gene_MP014509	0.35605	0.71930	76	1	1.3158
gene_MP014548	0.43617	0.89571	64	0	0.0000
gene_MP014575	0.39111	0.97955	26	0	0.0000
gene_MP014707	0.29102	1.08063	69	8	11.5942
gene_MP014724	0.38626	0.97246	53	0	0.0000
gene_MP014731	0.37725	0.80355	42	0	0.0000
gene_MP014732	0.34715	0.71750	25	4	16.0000
gene_MP014735	0.39636	0.91169	76	12	15.7895
gene_MP014771	0.39133	1.05065	132	0	0.0000
gene_MP014780	0.40024	0.96288	124	0	0.0000
gene_MP014876	0.31568	0.53992	47	17	36.1702
gene_MP015006	0.33536	0.96450	138	3	2.1739
gene_MP015060	0.40821	1.11859	105	0	0.0000
gene_MP015138	0.37290	0.98854	152	0	0.0000
gene_MP015143	0.36320	0.54453	26	2	7.6923
gene_MP015158	0.35006	0.81911	31	0	0.0000
gene_MP015192	0.42804	1.19146	223	0	0.0000
gene_MP015320	0.40622	0.84565	38	4	10.5263
gene_MP015333	0.36961	0.76912	56	11	19.6429
gene_MP015380	0.36696	0.81052	104	12	11.5385
gene_MP015383	0.57627	1.06777	21	0	0.0000
gene_MP015387	0.36419	0.71502	78	2	2.5641
gene_MP015557	0.37379	0.94104	584	0	0.0000
gene_MP015559	0.38616	1.15770	453	4	0.8830
gene_MP015560	0.35863	0.84036	55	0	0.0000
gene_MP015646	0.41767	0.62769	66	6	9.0909
gene_MP016083	0.35711	0.97580	1227	0	0.0000
gene_MP016139	0.38027	0.91843	28	0	0.0000
gene_MP016377	0.36149	1.06694	1388	0	0.0000
gene_MP016424	0.36870	1.24638	1658	0	0.0000
gene_MP016485	0.38002	0.94812	56	0	0.0000
gene_MP016621	0.37058	1.21011	59	0	0.0000
gene_MP016763	0.44135	0.94163	66	0	0.0000
gene_MP016901	0.38194	0.99663	71	0	0.0000
gene_MP016903	0.38875	0.96129	252	0	0.0000
gene_MP016939	0.36839	1.03188	147	0	0.0000
gene_MP017005	0.37998	0.61359	49	2	4.0816
gene_MP017044	0.43362	0.89822	215	0	0.0000
gene_MP017244	0.34595	1.00309	148	0	0.0000
gene_MP017304	0.65017	0.98839	48	0	0.0000
gene_MP017309	0.65239	1.00038	708	1	0.1412
gene_MP017343	0.34491	1.01918	178	0	0.0000
gene_MP017344	0.38846	0.95268	434	4	0.9217
gene_MP017360	0.40612	0.94374	64	15	23.4375
gene_MP017377	0.40867	1.02164	248	0	0.0000
gene_MP017510	0.38104	1.07614	112	0	0.0000
gene_MP017616	0.44776	1.01374	20	0	0.0000
gene_MP017628	0.35792	0.90877	48	0	0.0000
gene_MP017741	0.38507	1.03414	440	0	0.0000
gene_MP017784	0.34551	1.05968	426	0	0.0000
gene_MP017796	0.38360	1.02825	90	3	3.3333
gene_MP017831	0.34600	0.98377	37	0	0.0000
gene_MP017985	0.45825	0.94485	51	0	0.0000
gene_MP017986	0.39321	0.90459	101	0	0.0000
gene_MP017993	0.34824	1.11120	354	0	0.0000
gene_MP018043	0.36319	0.97808	40	0	0.0000
gene_MP018386	0.38360	1.02825	74	0	0.0000
gene_MP018399	0.34627	0.89086	161	0	0.0000
gene_MP018493	0.39498	1.24987	221	0	0.0000
gene_MP018496	0.42367	0.87390	34	0	0.0000
gene_MP018661	0.45507	1.04981	98	0	0.0000
gene_MP018781	0.39954	1.17418	153	0	0.0000
gene_MP019426	0.65798	0.98947	97	0	0.0000
gene_MP019431	0.65798	0.98947	55	0	0.0000
gene_MP019458	0.35889	0.97659	347	0	0.0000
gene_MP019459	0.36959	1.15570	218	0	0.0000
gene_MP019496	0.40095	0.54161	27	1	3.7037
gene_MP019523	0.37720	0.79812	35	0	0.0000
gene_MP019543	0.38773	1.12728	220	1	0.4545
gene_MP019545	0.36916	1.06110	736	0	0.0000
gene_MP019549	0.37785	0.97648	33	3	9.0909
gene_MP019600	0.65412	1.22381	149	0	0.0000
gene_MP019632	0.49634	1.18968	1304	8	0.6135
gene_MP019635	0.39216	0.93642	1086	6	0.5525
gene_MP019639	0.44111	0.78339	33	0	0.0000
gene_MP019682	0.53008	1.13050	282	16	5.6738
gene_MP019720	0.37429	1.17654	149	0	0.0000
gene_MP019728	0.40098	0.71279	47	2	4.2553
gene_MP019741	0.37127	0.62360	41	17	41.4634
gene_MP019747	0.35206	0.71469	37	21	56.7568
gene_MP019777	0.36330	0.65537	82	16	19.5122
gene_MP019900	0.66013	1.15810	96	0	0.0000
gene_MP020076	0.53358	1.61502	48	0	0.0000
gene_MP021144	0.50461	1.17377	184	0	0.0000
gene_MP021531	0.48324	0.91361	143	0	0.0000
gene_MP021655	0.49808	0.74598	72	0	0.0000
gene_MP022020	0.59140	1.27114	258	0	0.0000
gene_MP022110	0.38227	1.06115	727	0	0.0000
gene_MP022130	0.38875	0.96129	63	0	0.0000
gene_MP022133	0.40405	1.09013	119	0	0.0000
gene_MP022146	0.39511	1.04888	88	2	2.2727
gene_MP022161	0.36505	1.11438	179	0	0.0000
gene_MP022221	0.43673	0.93801	83	0	0.0000
gene_MP022339	0.65350	0.99328	289	0	0.0000
gene_MP022640	0.35700	0.78882	131	6	4.5802
gene_MP022649	0.65798	0.98947	97	0	0.0000
gene_MP022653	0.65798	0.98947	97	0	0.0000
gene_MP022665	0.39093	0.92642	99	0	0.0000
gene_MP022680	0.34491	1.01915	99	0	0.0000
gene_MP022718	0.39258	1.14028	902	0	0.0000
gene_MP022721	0.38332	0.88691	208	0	0.0000
gene_MP022725	0.37268	0.89955	191	0	0.0000
gene_MP022754	0.39647	0.86864	87	0	0.0000
gene_MP022759	0.37018	0.72660	125	0	0.0000
gene_MP022771	0.36505	1.11438	4056	0	0.0000
gene_MP022882	0.37414	0.74550	44	1	2.2727
gene_MP023008	0.39533	0.91793	38	0	0.0000
gene_MP023133	0.35409	0.65168	22	0	0.0000
gene_MP023282	0.56970	1.27612	59	0	0.0000
gene_MP023742	0.36061	0.67286	68	0	0.0000
gene_MP023917	0.50340	0.88011	88	0	0.0000
gene_MP023973	0.60518	1.09414	29	0	0.0000
gene_MP024037	0.54295	1.08925	484	0	0.0000
gene_MP024547	0.36376	0.60682	27	4	14.8148
gene_MP000004	0.36905	0.82963	42	0	0.0000
gene_MP000015	0.35672	1.08981	125	1	0.8000
gene_MP000038	0.33912	0.85154	92	2	2.1739
gene_MP000161	0.35431	0.98742	3560	4	0.1124
gene_MP000174	0.38056	0.92542	677	18	2.6588
gene_MP000186	0.38614	0.80249	294	4	1.3605
gene_MP000237	0.37410	0.89712	461	2	0.4338
gene_MP000291	0.37696	0.78419	101	3	2.9703
gene_MP000426	0.37545	1.19915	1578	13	0.8238
gene_MP000537	0.37165	1.02262	263	0	0.0000
gene_MP000540	0.37165	1.02262	205	0	0.0000
gene_MP000541	0.35777	1.09847	561	25	4.4563
gene_MP000577	0.39194	0.90233	344	0	0.0000
gene_MP000633	0.38194	0.89457	116	0	0.0000
gene_MP000718	0.40582	0.85965	96	3	3.1250
gene_MP000884	0.36298	0.90497	1541	0	0.0000
gene_MP000890	0.35811	0.80428	112	11	9.8214
gene_MP000903	0.37136	0.92881	284	0	0.0000
gene_MP000908	0.34761	0.97388	2666	1	0.0375
gene_MP001184	0.39195	0.91239	1330	4	0.3008
gene_MP001186	0.38023	1.07724	280	0	0.0000
gene_MP001188	0.39200	0.99388	478	7	1.4644
gene_MP001194	0.37034	0.86970	230	0	0.0000
gene_MP001205	0.39200	0.99388	106	0	0.0000
gene_MP001287	0.43842	0.93681	140	0	0.0000
gene_MP001625	0.42149	0.96325	543	0	0.0000
gene_MP001753	0.31438	0.59986	36	6	16.6667
gene_MP001847	0.35856	0.97114	39	0	0.0000
gene_MP001865	0.35826	1.04419	329	0	0.0000
gene_MP001881	0.36763	1.06288	1079	2	0.1854
gene_MP001966	0.37762	1.10302	456	5	1.0965
gene_MP001971	0.41027	0.89692	73	0	0.0000
gene_MP001988	0.34669	0.98536	1088	0	0.0000
gene_MP001990	0.35986	0.91236	124	0	0.0000
gene_MP001992	0.37370	0.52603	22	6	27.2727
gene_MP002016	0.37428	0.86510	132	5	3.7879
gene_MP002039	0.37782	0.99641	254	0	0.0000
gene_MP002046	0.37184	1.00704	52	1	1.9231
gene_MP002064	0.40823	0.84951	246	7	2.8455
gene_MP002070	0.36438	0.89035	230	0	0.0000
gene_MP002326	0.37577	0.94863	998	2	0.2004
gene_MP002370	0.37100	0.92786	108	0	0.0000
gene_MP002601	0.37325	0.70847	72	1	1.3889
gene_MP002640	0.38613	0.83443	61	0	0.0000
gene_MP002652	0.36635	0.97188	224	0	0.0000
gene_MP002664	0.36830	0.63061	57	4	7.0175
gene_MP002672	0.40384	1.00672	490	7	1.4286
gene_MP002734	0.39327	0.82154	283	15	5.3004
gene_MP002914	0.33362	0.36674	24	6	25.0000
gene_MP002916	0.38580	1.02204	213	1	0.4695
gene_MP002917	0.37250	1.05943	134	0	0.0000
gene_MP002932	0.40985	0.93457	145	0	0.0000
gene_MP003006	0.36031	0.89220	93	8	8.6022
gene_MP003055	0.34349	0.80013	37	0	0.0000
gene_MP003092	0.51897	0.98722	49	5	10.2041
gene_MP003180	0.34818	0.83965	24	0	0.0000
gene_MP003279	0.32864	0.55136	44	7	15.9091
gene_MP003290	0.36561	0.90167	438	0	0.0000
gene_MP003341	0.40195	1.00513	430	1	0.2326
gene_MP003351	0.37584	1.04435	130	0	0.0000
gene_MP003383	0.35842	0.97888	27	0	0.0000
gene_MP003410	0.39719	0.85443	381	4	1.0499
gene_MP003432	0.39111	0.90774	259	0	0.0000
gene_MP003514	0.41706	0.84333	40	1	2.5000
gene_MP003726	0.37812	1.00788	39	0	0.0000
gene_MP003728	0.39370	1.05463	331	1	0.3021
gene_MP003757	0.35349	0.51354	22	2	9.0909
gene_MP003768	0.39977	0.70537	28	5	17.8571
gene_MP003785	0.38608	0.75448	119	5	4.2017
gene_MP003861	0.37344	0.76523	61	6	9.8361
gene_MP003865	0.38991	0.77855	43	0	0.0000
gene_MP004009	0.38612	0.99708	724	0	0.0000
gene_MP004098	0.36471	0.96747	130	1	0.7692
gene_MP004247	0.36240	0.73970	71	7	9.8592
gene_MP004357	0.44444	0.97332	55	0	0.0000
gene_MP004359	0.35000	1.02333	114	3	2.6316
gene_MP004424	0.39610	0.78143	46	0	0.0000
gene_MP004426	0.36291	0.96697	30	0	0.0000
gene_MP004427	0.37287	0.68576	73	13	17.8082
gene_MP004524	0.35035	0.99003	1152	0	0.0000
gene_MP004561	0.38269	0.93921	340	0	0.0000
gene_MP004955	0.37080	1.09287	170	3	1.7647
gene_MP004966	0.37080	1.09287	140	0	0.0000
gene_MP004976	0.39412	0.93044	113	0	0.0000
gene_MP004994	0.37746	1.00184	799	12	1.5019
gene_MP004999	0.37278	1.10055	71	0	0.0000
gene_MP005000	0.36732	1.08032	267	0	0.0000
gene_MP005004	0.40877	1.23374	334	0	0.0000
gene_MP005117	0.37057	0.96028	327	4	1.2232
gene_MP005138	0.44788	1.09495	119	0	0.0000
gene_MP005148	0.42334	0.94965	156	0	0.0000
gene_MP005151	0.36470	1.04398	562	0	0.0000
gene_MP005157	0.40181	1.06791	22	1	4.5455
gene_MP005177	0.37157	0.97280	178	0	0.0000
gene_MP005210	0.35369	0.99853	274	0	0.0000
gene_MP005215	0.37888	1.03624	398	0	0.0000
gene_MP005221	0.36554	1.03544	160	1	0.6250
gene_MP005256	0.36993	0.90467	365	0	0.0000
gene_MP005509	0.39675	1.11309	141	0	0.0000
gene_MP005511	0.38062	1.04345	130	0	0.0000
gene_MP005758	0.37056	0.82645	45	0	0.0000
gene_MP005784	0.33641	0.95109	58	0	0.0000
gene_MP006098	0.33906	0.88960	360	0	0.0000
gene_MP006113	0.40492	0.60223	27	9	33.3333
gene_MP006130	0.36525	0.83442	54	0	0.0000
gene_MP006177	0.36272	0.88936	100	0	0.0000
gene_MP006179	0.39148	1.22977	175	0	0.0000
gene_MP006187	0.38913	0.94034	182	3	1.6484
gene_MP006215	0.40934	1.01536	63	0	0.0000
gene_MP006246	0.37074	0.97545	215	1	0.4651
gene_MP006249	0.39877	0.75779	234	27	11.5385
gene_MP006313	0.39146	1.17018	252	0	0.0000
gene_MP006318	0.34780	1.04165	537	0	0.0000
gene_MP006327	0.39004	0.99096	64	5	7.8125
gene_MP006339	0.40800	1.14700	486	1	0.2058
gene_MP006340	0.39199	1.15922	99	1	1.0101
gene_MP006347	0.35932	1.06744	759	0	0.0000
gene_MP006348	0.39325	0.97433	63	1	1.5873
gene_MP006403	0.35696	0.82458	31	0	0.0000
gene_MP006425	0.43118	0.95056	387	0	0.0000
gene_MP006438	0.36563	1.04368	946	0	0.0000
gene_MP006441	0.39204	0.98952	24	0	0.0000
gene_MP006560	0.34735	0.91639	64	0	0.0000
gene_MP006595	0.36943	0.97796	408	0	0.0000
gene_MP006599	0.38044	1.03654	118	1	0.8475
gene_MP006611	0.35638	0.98993	1605	1	0.0623
gene_MP006650	0.35714	0.74071	75	18	24.0000
gene_MP006773	0.39135	0.91144	232	1	0.4310
gene_MP006857	0.38347	0.87072	87	0	0.0000
gene_MP007018	0.44426	1.27080	423	0	0.0000
gene_MP007025	0.42001	0.71601	51	0	0.0000
gene_MP007256	0.32911	0.91858	25	0	0.0000
gene_MP007286	0.45917	1.20181	274	0	0.0000
gene_MP007296	0.39752	0.76696	21	0	0.0000
gene_MP007300	0.39170	0.92473	138	0	0.0000
gene_MP007307	0.46802	1.03260	372	6	1.6129
gene_MP007315	0.52903	1.23681	489	0	0.0000
