gene	gc	cpg_oe	n_cpg	n_conf	pct_conf
MOL.6741	0.29988	1.10487	39	0	0.0000
MOL.6745	0.31280	0.94325	196	0	0.0000
MOL.6762	0.30571	0.74852	143	110	76.9231
MOL.6763	0.27515	1.06934	31	0	0.0000
MOL.6764	0.31728	1.01561	1213	0	0.0000
MOL.6766	0.31510	0.95884	275	0	0.0000
MOL.6767	0.32234	0.98536	2726	0	0.0000
MOL.6769	0.31657	0.87790	193	191	98.9637
MOL.6771	0.32021	1.04052	4771	45	0.9432
MOL.6774	0.31901	0.91087	81	0	0.0000
MOL.6776	0.30578	0.72748	139	106	76.2590
MOL.6777	0.39400	0.85866	88	84	95.4545
MOL.6782	0.32732	0.85477	76	76	100.0000
MOL.6783	0.31772	1.03367	1650	177	10.7273
MOL.6786	0.31436	0.98355	364	3	0.8242
MOL.6787	0.28462	0.81719	30	16	53.3333
MOL.6788	0.36226	0.72248	214	185	86.4486
MOL.6792	0.30862	0.83858	229	83	36.2445
MOL.6798	0.30501	0.85533	25	2	8.0000
MOL.6799	0.32484	0.88098	114	0	0.0000
MOL.6804	0.34679	0.76758	148	0	0.0000
MOL.6807	0.33011	0.91121	212	0	0.0000
MOL.6814	0.29718	1.08482	34	30	88.2353
MOL.6815	0.34262	0.58561	163	136	83.4356
MOL.6819	0.36835	0.69999	90	30	33.3333
MOL.6820	0.33484	0.82237	72	70	97.2222
MOL.6821	0.33183	0.72232	288	278	96.5278
MOL.6822	0.31899	0.79848	127	114	89.7638
MOL.6823	0.31527	1.00749	202	0	0.0000
MOL.6824	0.31431	0.80164	550	460	83.6364
MOL.6830	0.30386	0.81572	63	42	66.6667
MOL.6834	0.31728	0.78455	37	36	97.2973
MOL.6835	0.30652	1.09775	64	61	95.3125
MOL.6836	0.32070	0.65351	122	73	59.8361
MOL.6842	0.33503	0.63420	88	68	77.2727
MOL.6843	0.31176	0.89935	59	4	6.7797
MOL.6844	0.34737	0.47575	24	18	75.0000
MOL.6845	0.31787	0.72320	48	31	64.5833
MOL.6846	0.30013	0.77236	42	29	69.0476
MOL.6847	0.30465	0.69651	74	59	79.7297
MOL.6850	0.31671	1.21890	74	0	0.0000
MOL.6852	0.33146	0.93502	440	275	62.5000
MOL.6855	0.32289	0.99877	973	117	12.0247
MOL.6859	0.30096	0.77171	20	19	95.0000
MOL.6860	0.31932	0.96673	36	35	97.2222
MOL.6861	0.34483	0.71197	120	120	100.0000
MOL.6865	0.33158	0.71705	62	55	88.7097
MOL.6869	0.32200	0.96423	2543	50	1.9662
MOL.6872	0.32459	0.65587	63	62	98.4127
MOL.6874	0.32302	0.64757	54	47	87.0370
MOL.6875	0.30547	0.81716	140	115	82.1429
MOL.6877	0.44625	1.06633	299	0	0.0000
MOL.6878	0.32717	0.79850	263	261	99.2395
MOL.6881	0.33244	0.98028	253	0	0.0000
MOL.6882	0.31026	1.02284	1091	0	0.0000
MOL.6885	0.56430	1.09153	56	0	0.0000
MOL.6887	0.30049	1.00113	54	0	0.0000
MOL.6889	0.31899	0.97842	1124	0	0.0000
MOL.6890	0.32332	0.98861	1132	0	0.0000
MOL.6892	0.30593	1.03391	397	0	0.0000
MOL.6896	0.28903	0.94253	240	0	0.0000
MOL.6907	0.32049	0.84881	174	71	40.8046
MOL.6911	0.33184	0.94852	371	0	0.0000
MOL.6912	0.33973	1.04366	93	0	0.0000
MOL.6913	0.31385	0.94948	560	0	0.0000
MOL.6915	0.31158	0.91024	51	0	0.0000
MOL.6918	0.32097	1.07739	30	0	0.0000
MOL.6920	0.30591	0.54074	78	55	70.5128
MOL.6921	0.32999	0.85569	218	214	98.1651
MOL.6922	0.33658	0.73890	90	89	98.8889
MOL.6925	0.32116	0.74369	41	30	73.1707
MOL.6926	0.31844	1.02314	1465	1	0.0683
MOL.6931	0.30485	0.61297	47	35	74.4681
MOL.6936	0.32981	0.90973	152	0	0.0000
MOL.6940	0.33007	0.85156	40	0	0.0000
MOL.6951	0.33394	0.93389	456	9	1.9737
MOL.6952	0.30388	1.15624	75	0	0.0000
MOL.6954	0.32435	0.99631	114	0	0.0000
MOL.6959	0.32144	1.00176	133	0	0.0000
MOL.6960	0.29951	0.91069	541	7	1.2939
MOL.6967	0.30329	0.80013	65	50	76.9231
MOL.6968	0.36041	0.83506	186	0	0.0000
MOL.6970	0.30930	0.98168	159	0	0.0000
MOL.6973	0.33333	0.90696	87	0	0.0000
MOL.6976	0.30634	0.90562	614	11	1.7915
MOL.6978	0.38712	0.92495	1972	616	31.2373
MOL.6981	0.30523	0.98990	1542	20	1.2970
MOL.6984	0.33995	0.82208	206	181	87.8641
MOL.6985	0.32123	0.70231	77	62	80.5195
MOL.6987	0.30032	0.63002	35	27	77.1429
MOL.6992	0.30915	1.09083	1485	42	2.8283
MOL.6998	0.31182	1.07395	379	147	38.7863
MOL.7000	0.32505	1.04725	1869	202	10.8079
MOL.7001	0.31039	0.91108	293	89	30.3754
MOL.7004	0.31388	1.01034	1657	51	3.0779
MOL.7010	0.32198	0.97845	197	0	0.0000
MOL.7015	0.34024	0.81069	330	286	86.6667
MOL.7018	0.32021	0.80489	162	160	98.7654
MOL.7020	0.30125	0.85076	99	3	3.0303
MOL.7024	0.30910	1.00198	1568	0	0.0000
MOL.7027	0.32583	0.58606	37	27	72.9730
MOL.7029	0.35045	1.12438	192	186	96.8750
MOL.7030	0.31925	0.97202	122	35	28.6885
MOL.7032	0.31044	0.95231	182	0	0.0000
MOL.7037	0.31938	0.82799	374	369	98.6631
MOL.7038	0.30858	0.94739	33	32	96.9697
MOL.7040	0.34457	0.63126	96	92	95.8333
MOL.7041	0.30047	0.68767	139	107	76.9784
MOL.7045	0.32430	0.94785	59	48	81.3559
MOL.7047	0.29855	0.90870	36	0	0.0000
MOL.7048	0.31858	0.79310	88	85	96.5909
MOL.7050	0.33797	1.00019	1378	0	0.0000
MOL.7052	0.31525	0.98558	278	0	0.0000
MOL.7053	0.30488	1.07085	186	0	0.0000
MOL.7063	0.32683	0.88930	136	103	75.7353
MOL.7065	0.32429	1.17086	33	29	87.8788
MOL.7067	0.32162	0.69376	76	73	96.0526
MOL.7068	0.30653	0.79438	61	59	96.7213
MOL.7069	0.28951	0.64260	42	34	80.9524
MOL.7071	0.33229	0.70170	200	124	62.0000
MOL.7076	0.30671	0.78357	72	66	91.6667
MOL.7079	0.31116	0.96710	50	0	0.0000
MOL.7085	0.31897	0.79413	80	52	65.0000
MOL.7087	0.32360	0.77972	72	68	94.4444
MOL.7088	0.30415	0.97184	217	0	0.0000
MOL.7090	0.33804	0.81876	357	333	93.2773
MOL.7091	0.35743	0.82091	139	59	42.4460
MOL.7097	0.31025	0.96065	2313	0	0.0000
MOL.7102	0.43018	0.99663	20	0	0.0000
MOL.7103	0.31187	0.99017	112	0	0.0000
MOL.7106	0.32059	0.77785	103	102	99.0291
MOL.7107	0.33491	1.08273	37	0	0.0000
MOL.7109	0.32270	1.02603	1967	0	0.0000
MOL.7113	0.32774	0.68909	54	35	64.8148
MOL.7118	0.33962	0.96140	119	0	0.0000
MOL.7123	0.29110	0.82371	91	1	1.0989
MOL.7124	0.33057	0.85500	101	0	0.0000
MOL.7132	0.31035	1.04705	456	0	0.0000
MOL.7137	0.32262	0.84583	109	106	97.2477
MOL.7142	0.33726	1.04363	379	0	0.0000
MOL.7143	0.33056	1.00437	163	61	37.4233
MOL.7144	0.32568	0.68008	38	35	92.1053
MOL.7146	0.31634	0.81047	201	188	93.5323
MOL.7147	0.31642	0.93581	1640	48	2.9268
MOL.7156	0.31396	0.99247	264	0	0.0000
MOL.7160	0.32631	0.79288	81	78	96.2963
MOL.7161	0.32671	0.95877	477	280	58.7002
MOL.7163	0.38239	0.59590	97	82	84.5361
MOL.7167	0.34146	0.75523	137	129	94.1606
MOL.7177	0.34675	0.79784	189	138	73.0159
MOL.7178	0.31564	0.93640	398	0	0.0000
MOL.7182	0.34903	1.02433	235	230	97.8723
MOL.7184	0.35656	0.64966	42	42	100.0000
MOL.7185	0.31875	0.59414	44	43	97.7273
MOL.7186	0.33542	1.39247	75	75	100.0000
MOL.7187	0.40378	0.81246	142	139	97.8873
MOL.7189	0.31837	0.95130	615	19	3.0894
MOL.7195	0.31223	1.01130	337	0	0.0000
MOL.7196	0.32175	1.00912	1129	2	0.1771
MOL.7202	0.32087	1.05403	3388	74	2.1842
MOL.7206	0.31672	0.84581	288	85	29.5139
MOL.7213	0.33522	0.69656	58	15	25.8621
MOL.7216	0.31442	0.88230	205	9	4.3902
MOL.7217	0.36720	0.87162	24	23	95.8333
MOL.7219	0.30353	0.72883	90	83	92.2222
MOL.7220	0.33046	0.94298	110	98	89.0909
MOL.7223	0.31654	1.02680	172	28	16.2791
MOL.7224	0.34306	1.20539	65	12	18.4615
MOL.7225	0.30446	1.25623	243	14	5.7613
MOL.7226	0.32029	0.97273	373	0	0.0000
MOL.7227	0.32094	0.93118	80	0	0.0000
MOL.7232	0.31494	1.02095	34	2	5.8824
MOL.7235	0.27386	0.78121	40	36	90.0000
MOL.7238	0.31976	0.98018	1075	0	0.0000
MOL.7249	0.30343	0.75143	43	39	90.6977
MOL.7252	0.27218	0.63043	27	24	88.8889
MOL.7255	0.31277	0.97011	466	24	5.1502
MOL.7256	0.31792	0.94029	49	49	100.0000
MOL.7257	0.32896	0.79426	105	87	82.8571
MOL.7260	0.31848	0.89685	192	0	0.0000
MOL.7261	0.35650	0.89006	118	0	0.0000
MOL.7262	0.33966	0.97053	296	2	0.6757
MOL.7263	0.33413	1.78006	20	0	0.0000
MOL.7264	0.30790	0.87384	66	0	0.0000
MOL.7265	0.33232	0.87817	148	0	0.0000
MOL.7266	0.30156	0.86968	71	0	0.0000
MOL.7269	0.31133	0.89456	75	65	86.6667
MOL.7270	0.31162	0.73853	36	33	91.6667
MOL.7277	0.32404	1.02094	1026	59	5.7505
MOL.7279	0.33194	0.56061	56	44	78.5714
MOL.7285	0.32299	0.81722	58	36	62.0690
MOL.7290	0.33019	0.67887	206	167	81.0680
MOL.7291	0.35502	0.69568	52	46	88.4615
MOL.7292	0.32462	0.97602	953	0	0.0000
MOL.7294	0.32159	0.69037	255	179	70.1961
MOL.7295	0.32836	0.90373	20	0	0.0000
MOL.7297	0.31866	0.95680	250	12	4.8000
MOL.7300	0.33729	0.83901	141	0	0.0000
MOL.7302	0.32200	0.98625	241	0	0.0000
MOL.7303	0.32224	0.97153	2287	127	5.5531
MOL.7308	0.29867	0.79540	53	51	96.2264
MOL.7310	0.33133	0.71267	39	38	97.4359
MOL.7311	0.31811	0.88292	53	48	90.5660
MOL.7312	0.33634	1.05616	723	1	0.1383
MOL.7315	0.31713	0.94587	384	312	81.2500
MOL.7318	0.31618	0.91353	499	0	0.0000
MOL.7319	0.32379	0.92151	954	0	0.0000
MOL.7320	0.31948	0.91595	368	0	0.0000
MOL.7321	0.31874	1.00520	3983	0	0.0000
MOL.7324	0.32385	0.66989	48	39	81.2500
MOL.7326	0.33654	0.95145	902	1	0.1109
MOL.7335	0.32710	0.94893	965	45	4.6632
MOL.7336	0.34665	0.82023	130	104	80.0000
MOL.7341	0.31799	0.95759	1178	49	4.1596
MOL.7342	0.31261	0.97259	591	0	0.0000
MOL.7348	0.31733	0.99420	2742	0	0.0000
MOL.7351	0.31956	0.79881	198	49	24.7475
MOL.7352	0.32686	0.97324	244	0	0.0000
MOL.7353	0.29996	1.09927	90	0	0.0000
MOL.7355	0.31118	0.91546	125	23	18.4000
MOL.7356	0.32648	0.74631	23	23	100.0000
MOL.7361	0.31487	0.93961	167	4	2.3952
MOL.7363	0.30574	0.61460	75	71	94.6667
MOL.7365	0.31864	0.68186	74	71	95.9459
MOL.7368	0.29767	0.77476	67	65	97.0149
MOL.7371	0.32608	0.93443	390	0	0.0000
MOL.7376	0.31106	0.88267	42	0	0.0000
MOL.7377	0.33641	0.85741	201	1	0.4975
MOL.7380	0.30426	1.04754	21	0	0.0000
MOL.7381	0.32842	0.99090	2367	269	11.3646
MOL.7384	0.32218	0.63259	151	150	99.3377
MOL.7386	0.33767	0.74351	73	54	73.9726
MOL.7389	0.31054	0.85297	24	23	95.8333
MOL.7391	0.34790	0.49501	24	20	83.3333
MOL.7393	0.27798	0.66242	50	45	90.0000
MOL.7394	0.32803	0.79304	296	264	89.1892
MOL.7398	0.33864	0.87921	334	39	11.6766
MOL.7401	0.30295	0.98245	204	95	46.5686
MOL.7402	0.31985	0.97268	5254	14	0.2665
MOL.7409	0.31359	1.00224	510	155	30.3922
MOL.7413	0.35406	0.74223	24	19	79.1667
MOL.7415	0.30240	0.65388	75	62	82.6667
MOL.7418	0.33158	0.81975	95	90	94.7368
MOL.7419	0.31752	0.74505	108	96	88.8889
MOL.7426	0.32497	1.01835	68	63	92.6471
MOL.7430	0.32502	0.72301	125	105	84.0000
MOL.7434	0.29837	0.75596	190	161	84.7368
MOL.7435	0.30371	0.99695	20	18	90.0000
MOL.7436	0.31433	0.74291	150	139	92.6667
MOL.7440	0.37803	0.97658	88	8	9.0909
MOL.7447	0.28883	1.09275	72	0	0.0000
MOL.7451	0.31559	1.03988	6432	0	0.0000
MOL.7455	0.57918	0.73693	24	0	0.0000
MOL.7462	0.38095	1.07670	45	33	73.3333
MOL.7466	0.28803	0.82022	62	0	0.0000
MOL.7473	0.36461	0.68089	319	274	85.8934
MOL.7479	0.33121	0.77106	278	229	82.3741
MOL.7481	0.33377	0.63635	85	74	87.0588
MOL.7484	0.28253	0.70432	21	18	85.7143
MOL.7485	0.35751	0.61181	119	105	88.2353
MOL.7486	0.36479	0.82422	88	58	65.9091
MOL.7487	0.29564	0.53223	21	0	0.0000
MOL.7488	0.36556	2.08347	23	0	0.0000
MOL.7489	0.31234	0.58904	138	117	84.7826
MOL.7493	0.34846	0.77116	270	238	88.1481
MOL.7495	0.29200	0.66886	99	64	64.6465
MOL.7500	0.31349	1.02139	120	98	81.6667
MOL.7501	0.30742	0.56973	123	100	81.3008
MOL.7502	0.32240	0.90509	173	11	6.3584
MOL.7505	0.32236	0.62926	94	75	79.7872
MOL.7517	0.32706	0.86783	62	25	40.3226
MOL.7525	0.33305	0.84429	53	42	79.2453
MOL.7528	0.44165	0.86115	65	0	0.0000
MOL.7530	0.30694	0.85543	22	0	0.0000
MOL.7531	0.36430	1.22630	58	0	0.0000
MOL.7543	0.32872	0.90227	357	27	7.5630
MOL.7549	0.33657	0.79075	56	53	94.6429
MOL.7550	0.29833	0.63828	71	55	77.4648
MOL.7551	0.32177	0.65176	83	75	90.3614
MOL.7554	0.36730	0.87992	26	19	73.0769
MOL.7556	0.33301	0.83454	74	0	0.0000
MOL.7558	0.33138	0.85485	430	61	14.1860
MOL.7559	0.34174	0.96660	86	82	95.3488
MOL.7561	0.32175	0.84224	379	0	0.0000
MOL.7569	0.32638	0.94619	455	0	0.0000
MOL.7570	0.33291	0.94001	730	0	0.0000
MOL.7571	0.34366	0.61793	77	46	59.7403
MOL.7575	0.32376	0.78036	313	272	86.9010
MOL.7578	0.36962	1.10709	58	0	0.0000
MOL.7585	0.38798	0.72142	109	96	88.0734
MOL.7589	0.32488	0.81362	146	143	97.9452
MOL.7591	0.33889	0.84728	36	15	41.6667
MOL.7596	0.33818	0.96019	255	0	0.0000
MOL.7599	0.31123	0.77626	142	112	78.8732
MOL.7606	0.31548	0.71970	230	134	58.2609
MOL.7610	0.34369	0.92788	74	72	97.2973
MOL.7614	0.39137	0.87851	21	20	95.2381
MOL.7616	0.35278	0.65461	70	64	91.4286
MOL.7622	0.33564	0.69084	23	20	86.9565
MOL.7624	0.36866	0.64421	44	41	93.1818
MOL.7625	0.34350	0.71191	166	165	99.3976
MOL.7633	0.38998	0.65377	56	56	100.0000
MOL.7639	0.35993	0.74370	97	91	93.8144
MOL.7642	0.33953	0.85541	1066	560	52.5328
MOL.7648	0.39084	0.63407	156	113	72.4359
MOL.7651	0.31385	0.67261	222	180	81.0811
MOL.7652	0.28838	0.97415	39	37	94.8718
MOL.7653	0.34213	1.04407	250	12	4.8000
MOL.7654	0.34388	0.72625	149	138	92.6174
MOL.7655	0.33342	0.83241	329	262	79.6353
MOL.7656	0.33077	0.76727	353	209	59.2068
MOL.7657	0.33064	0.78281	139	50	35.9712
MOL.7659	0.32423	0.97124	215	211	98.1395
MOL.7665	0.33859	0.81968	113	113	100.0000
MOL.7672	0.35854	0.79955	261	216	82.7586
MOL.7673	0.32382	0.94001	80	80	100.0000
MOL.7675	0.31299	0.82763	184	147	79.8913
MOL.7678	0.30078	0.82901	83	62	74.6988
MOL.7679	0.45722	1.38695	51	0	0.0000
MOL.7681	0.46411	1.06673	95	0	0.0000
MOL.7690	0.32134	0.63227	106	84	79.2453
MOL.7691	0.37977	1.17258	39	0	0.0000
MOL.7692	0.30732	0.78953	276	270	97.8261
MOL.7694	0.32140	0.87818	500	27	5.4000
MOL.7696	0.30418	0.77245	28	0	0.0000
MOL.7699	0.44017	1.28502	87	0	0.0000
MOL.7706	0.30194	0.90745	75	65	86.6667
MOL.7713	0.30787	0.63851	82	67	81.7073
MOL.7715	0.30650	1.01410	793	0	0.0000
MOL.7721	0.33023	0.91254	340	0	0.0000
MOL.7722	0.39455	0.99709	71	0	0.0000
MOL.7723	0.34969	0.82409	24	0	0.0000
MOL.7724	0.32426	0.68677	219	210	95.8904
MOL.7729	0.32997	0.85323	45	24	53.3333
MOL.7733	0.30879	0.79710	197	2	1.0152
MOL.7734	0.32625	0.98305	1584	0	0.0000
MOL.7735	0.34215	0.96450	257	0	0.0000
MOL.7738	0.31807	0.89918	202	0	0.0000
MOL.7739	0.35324	1.31982	24	0	0.0000
MOL.7740	0.37402	1.00578	209	0	0.0000
MOL.7741	0.32048	0.95955	620	0	0.0000
MOL.7748	0.29374	1.05912	41	0	0.0000
MOL.7757	0.32264	0.66086	87	80	91.9540
MOL.7759	0.30141	0.87400	322	31	9.6273
MOL.7764	0.34723	0.61266	160	62	38.7500
MOL.7766	0.31898	0.80115	82	65	79.2683
MOL.7783	0.40372	0.91353	52	49	94.2308
MOL.7784	0.32297	0.67344	36	33	91.6667
MOL.7786	0.30446	1.08884	76	0	0.0000
MOL.7787	0.41013	1.07545	45	2	4.4444
MOL.7790	0.40011	0.67386	47	41	87.2340
MOL.7791	0.33388	0.54253	43	20	46.5116
MOL.7796	0.31460	0.68740	164	146	89.0244
MOL.7800	0.30411	0.87622	39	36	92.3077
MOL.7802	0.32946	0.86828	82	79	96.3415
MOL.7805	0.31469	0.99100	1797	11	0.6121
MOL.7807	0.31602	0.98970	119	0	0.0000
MOL.7810	0.36300	1.07000	30	11	36.6667
MOL.7814	0.31328	0.96063	1149	0	0.0000
MOL.7823	0.30015	0.76073	69	51	73.9130
MOL.7828	0.31276	1.03653	4601	0	0.0000
MOL.7830	0.37004	1.05196	49	0	0.0000
MOL.7832	0.37364	0.99554	136	0	0.0000
MOL.7835	0.31057	0.92574	145	124	85.5172
MOL.7840	0.32239	0.78215	433	0	0.0000
MOL.7841	0.33189	0.99975	54	54	100.0000
MOL.7842	0.30092	0.78699	104	29	27.8846
MOL.7843	0.31392	0.99699	4313	0	0.0000
MOL.7847	0.33820	0.80230	104	83	79.8077
MOL.7848	0.33185	0.82426	42	38	90.4762
MOL.7850	0.30639	0.73751	72	67	93.0556
MOL.7853	0.31514	0.63809	155	97	62.5806
MOL.7859	0.33065	0.97834	189	0	0.0000
MOL.7862	0.37579	0.52354	56	51	91.0714
MOL.7863	0.31580	1.03159	731	0	0.0000
MOL.7866	0.31339	1.02085	2603	0	0.0000
MOL.7868	0.30773	0.92665	58	0	0.0000
MOL.7872	0.30716	1.04607	190	0	0.0000
MOL.7874	0.30799	1.03591	388	0	0.0000
MOL.7875	0.29837	0.87907	92	0	0.0000
MOL.7878	0.36272	1.08856	86	0	0.0000
MOL.7880	0.31692	0.66970	72	59	81.9444
MOL.7888	0.34440	0.79515	95	92	96.8421
MOL.7889	0.31216	0.92609	84	69	82.1429
MOL.7894	0.30786	0.81980	236	203	86.0169
MOL.7901	0.35782	0.94828	22	0	0.0000
MOL.7902	0.32119	0.92198	449	0	0.0000
MOL.7906	0.29915	0.84417	51	0	0.0000
MOL.7908	0.30819	0.91162	222	0	0.0000
MOL.7909	0.32803	0.72076	41	36	87.8049
MOL.7913	0.30946	0.83362	329	259	78.7234
MOL.7915	0.31654	0.97785	810	0	0.0000
MOL.7917	0.31165	0.94831	320	0	0.0000
MOL.7918	0.28044	1.11048	22	0	0.0000
MOL.7923	0.30103	1.01258	24	0	0.0000
MOL.7924	0.28462	1.13667	21	0	0.0000
MOL.7925	0.31851	1.03571	1133	0	0.0000
MOL.7926	0.34805	0.86062	114	111	97.3684
MOL.7928	0.32459	0.56471	126	108	85.7143
MOL.7929	0.31439	0.74679	65	59	90.7692
MOL.7933	0.32286	0.59810	166	134	80.7229
MOL.7934	0.31914	0.93918	1978	683	34.5298
MOL.7939	0.37764	0.98335	68	6	8.8235
MOL.7953	0.33059	1.03498	737	137	18.5889
MOL.7958	0.32814	0.57105	34	34	100.0000
MOL.7964	0.27917	0.79441	26	17	65.3846
MOL.7966	0.26302	1.06537	50	46	92.0000
MOL.7967	0.31156	0.78221	147	127	86.3946
MOL.7968	0.33649	0.70258	63	59	93.6508
MOL.7969	0.27493	0.78667	61	30	49.1803
MOL.7970	0.31395	0.79098	268	245	91.4179
MOL.7971	0.29080	0.71111	59	53	89.8305
MOL.7972	0.30735	1.13104	31	31	100.0000
MOL.7973	0.33147	0.81064	440	429	97.5000
MOL.7982	0.32388	0.64952	33	18	54.5455
MOL.7983	0.31324	0.94780	69	25	36.2319
MOL.7985	0.35000	0.70165	49	44	89.7959
MOL.7991	0.31633	1.03401	5098	0	0.0000
MOL.7992	0.31817	0.76511	85	0	0.0000
MOL.7995	0.30169	1.06822	1719	0	0.0000
MOL.7998	0.33675	0.81296	93	92	98.9247
MOL.8000	0.33054	0.84745	56	30	53.5714
MOL.8004	0.32880	0.95932	20	0	0.0000
MOL.8005	0.30210	0.95875	32	0	0.0000
MOL.8009	0.31176	1.05554	2698	4	0.1483
MOL.8011	0.32088	0.79156	57	0	0.0000
MOL.8012	0.62406	0.72440	45	0	0.0000
MOL.8015	0.29820	1.02807	35	0	0.0000
MOL.8023	0.52695	1.14997	144	0	0.0000
MOL.8025	0.31894	1.03071	863	0	0.0000
MOL.8026	0.33252	0.64417	133	112	84.2105
MOL.8031	0.31601	0.85555	247	3	1.2146
MOL.8038	0.30795	0.75748	370	133	35.9459
MOL.8040	0.32827	0.80309	101	97	96.0396
MOL.8043	0.32097	1.02113	602	0	0.0000
MOL.8052	0.29420	0.71657	23	20	86.9565
MOL.8054	0.35953	0.92006	550	468	85.0909
MOL.8057	0.32200	0.75746	42	0	0.0000
MOL.8060	0.63061	0.93166	35	0	0.0000
MOL.8064	0.31755	1.02374	497	0	0.0000
MOL.8065	0.30748	0.86163	70	61	87.1429
MOL.8068	0.34215	0.55422	44	36	81.8182
MOL.8076	0.31127	0.75233	352	325	92.3295
MOL.8079	0.31598	1.05001	592	0	0.0000
MOL.8084	0.31283	0.77837	80	16	20.0000
MOL.8094	0.30823	0.97416	466	1	0.2146
MOL.8095	0.31100	1.00085	2601	2	0.0769
MOL.8096	0.30831	0.81771	243	238	97.9424
MOL.8097	0.33811	1.14329	57	0	0.0000
MOL.8101	0.31995	0.73651	135	107	79.2593
MOL.8103	0.30885	0.35876	32	31	96.8750
MOL.8117	0.30806	0.82637	86	80	93.0233
MOL.8118	0.36014	0.54364	52	48	92.3077
MOL.8119	0.34096	1.20612	271	49	18.0812
MOL.8121	0.32057	1.04619	240	0	0.0000
MOL.8126	0.31564	1.05791	3392	0	0.0000
MOL.8131	0.30707	1.06612	509	0	0.0000
MOL.8133	0.32321	1.08053	195	0	0.0000
MOL.8153	0.31263	0.93973	158	33	20.8861
MOL.8155	0.33014	0.90015	220	0	0.0000
MOL.8159	0.31721	0.97456	1324	51	3.8520
MOL.8162	0.32040	0.95576	1319	10	0.7582
MOL.8166	0.31704	0.91284	522	61	11.6858
MOL.8168	0.30596	0.96465	232	0	0.0000
MOL.8179	0.34558	0.82287	117	95	81.1966
MOL.8180	0.30893	1.09533	342	7	2.0468
MOL.8181	0.34196	0.61155	29	18	62.0690
MOL.8187	0.52008	1.16454	153	0	0.0000
MOL.8188	0.31742	0.73967	211	200	94.7867
MOL.8189	0.30745	0.75356	34	32	94.1176
MOL.8193	0.31248	0.80453	159	156	98.1132
MOL.8194	0.31731	0.99639	965	0	0.0000
MOL.8196	0.32967	0.93225	46	0	0.0000
MOL.8198	0.28367	1.04518	44	0	0.0000
MOL.8202	0.31780	1.01041	1455	21	1.4433
MOL.8214	0.49450	1.08418	339	0	0.0000
MOL.8215	0.32141	0.62323	28	26	92.8571
MOL.8217	0.32160	0.56499	83	57	68.6747
MOL.8219	0.30402	0.71782	36	30	83.3333
MOL.8221	0.34047	0.93606	280	0	0.0000
MOL.8223	0.33333	1.12451	60	60	100.0000
MOL.8229	0.31282	0.83010	58	46	79.3103
MOL.8232	0.36380	0.98833	63	0	0.0000
MOL.8236	0.32816	0.77669	140	131	93.5714
MOL.8237	0.32778	0.84386	168	97	57.7381
MOL.8242	0.32223	0.58984	50	47	94.0000
MOL.8246	0.30279	0.65206	38	33	86.8421
MOL.8247	0.31817	0.77706	85	63	74.1176
MOL.8250	0.43010	0.94446	477	0	0.0000
MOL.8255	0.32736	0.95791	789	0	0.0000
MOL.8256	0.30716	1.10552	39	0	0.0000
MOL.8263	0.31979	1.03317	312	0	0.0000
MOL.8264	0.29013	0.85150	93	45	48.3871
MOL.8266	0.41449	0.85069	59	32	54.2373
MOL.8267	0.34816	0.66605	177	137	77.4011
MOL.8268	0.32918	0.73409	73	0	0.0000
MOL.8271	0.31710	0.73981	26	6	23.0769
MOL.8273	0.32109	1.00447	2758	1	0.0363
MOL.8280	0.32602	0.97656	68	0	0.0000
MOL.8281	0.32686	0.73768	71	57	80.2817
MOL.8286	0.31085	1.02052	1015	47	4.6305
MOL.8288	0.31617	0.78801	197	176	89.3401
MOL.8292	0.31061	0.93833	911	0	0.0000
MOL.8295	0.30914	1.06438	1477	0	0.0000
MOL.8296	0.33477	0.91238	82	0	0.0000
MOL.8298	0.34650	1.16064	24	0	0.0000
MOL.8310	0.28302	0.77901	28	0	0.0000
MOL.8314	0.31093	0.89171	65	0	0.0000
MOL.8317	0.34043	0.75502	57	49	85.9649
MOL.8322	0.32147	0.67125	54	49	90.7407
MOL.8325	0.31767	0.71825	140	114	81.4286
MOL.8326	0.33169	1.00597	834	0	0.0000
MOL.8327	0.34683	0.58248	32	20	62.5000
MOL.8328	0.31346	0.95345	106	105	99.0566
MOL.8331	0.33049	0.79708	122	119	97.5410
MOL.8334	0.32044	0.97305	355	0	0.0000
MOL.8335	0.31058	0.71956	49	26	53.0612
MOL.8338	0.33436	0.90110	170	0	0.0000
MOL.8339	0.34341	0.83879	154	0	0.0000
MOL.8340	0.33735	0.85278	80	0	0.0000
MOL.8341	0.31935	0.56398	26	1	3.8462
MOL.8344	0.30929	0.73020	42	31	73.8095
MOL.8349	0.34327	0.98160	113	0	0.0000
MOL.8350	0.26313	1.25805	38	0	0.0000
MOL.8356	0.35751	0.90622	25	0	0.0000
MOL.8358	0.31824	0.94492	891	18	2.0202
MOL.8362	0.34580	0.75743	403	390	96.7742
MOL.8368	0.30933	1.13846	42	0	0.0000
MOL.8370	0.33790	0.77051	155	131	84.5161
MOL.8374	0.31243	0.57622	43	40	93.0233
MOL.8376	0.31396	1.16089	55	51	92.7273
MOL.8378	0.33883	0.82182	265	164	61.8868
MOL.8379	0.31273	1.07652	36	35	97.2222
MOL.8387	0.33537	0.91971	566	0	0.0000
MOL.8390	0.32743	0.95218	5157	36	0.6981
