chrom	start	end	gene	n_c	n_k	psi_c	psi_k	dpsi	ncpg_c	meth_c	ncpg_k	meth_k	dmeth	junc_total	psi_112c	psi_114c	psi_115c	psi_131c	psi_136c	psi_138c	psi_187t	psi_196t	psi_198t	psi_205t	psi_212t	psi_214t
NC_037639.1	1903680	1903742	rna-XM_393287.7	6	6	0.9991152681518551	0.9952998782887494	-0.0038153898631057004	1	50.0	1	85.7	35.7	6416	1.0000	0.9978	1.0000	0.9986	1.0000	0.9983	1.0000	0.9967	0.9918	0.9959	0.9940	0.9934
NC_037639.1	1903852	1904310	rna-XM_393287.7	6	6	0.999305885760777	0.9964659889372854	-0.0028398968234915056	7	69.1857	7	70.5857	1.4000000000000057	8368	1.0000	0.9983	1.0000	0.9989	1.0000	0.9986	1.0000	0.9976	0.9939	0.9969	0.9952	0.9952
NC_037639.1	1912850	1913005	rna-XM_392996.7	6	6	1.0	1.0	0.0	4	71.475	4	72.65	1.1750000000000114	1815	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1915807	1916281	rna-XM_026439037.1	6	6	0.9983249581239532	1.0	0.0016750418760468344	2	70.6	2	76.25	5.650000000000006	1643	1.0000	1.0000	1.0000	1.0000	0.9899	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1918067	1918474	rna-XM_026439038.1	6	6	1.0	1.0	0.0	2	59.85	1	92.9	33.050000000000004	2794	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1915780	1916281	rna-XM_026439038.1	6	6	0.998158379373849	1.0	0.0018416206261510082	2	70.6	2	76.25	5.650000000000006	1460	1.0000	1.0000	1.0000	1.0000	0.9890	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1920622	1920871	rna-XM_026446403.1	6	6	1.0	1.0	0.0	2	40.3	0	0.0	-40.3	1606	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1920968	1922217	rna-XM_026446403.1	6	6	1.0	1.0	0.0	7	41.5286	5	45.84	4.311400000000006	1187	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1928635	1928794	rna-XM_026446403.1	6	6	1.0	0.9979423868312757	-0.002057613168724326	1	72.0	1	70.0	-2.0	1083	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9877	1.0000	1.0000	1.0000
NC_037639.1	1941193	1941625	rna-XM_026446404.1	6	6	1.0	1.0	0.0	20	0.73	20	0.0	-0.73	2182	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1942240	1942386	rna-XM_026446404.1	6	6	1.0	1.0	0.0	4	0.0	3	0.0	0.0	1882	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1942459	1942745	rna-XM_026446404.1	6	6	1.0	1.0	0.0	7	1.5714	7	1.5286	-0.04279999999999995	2060	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1945888	1946055	rna-XM_026446404.1	6	6	1.0	1.0	0.0	6	0.0	6	0.0	0.0	1825	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1947492	1947660	rna-XM_026446404.1	6	6	1.0	1.0	0.0	6	0.0	2	5.55	5.55	1475	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	1958357	1958622	rna-XM_026446404.1	6	6	0.9918561805309608	0.9940476190476191	0.0021914385166582617	12	1.6833	12	0.0	-1.6833	892	1.0000	0.9828	0.9852	1.0000	1.0000	0.9832	0.9643	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2019676	2020733	rna-XR_003304123.1	6	6	0.8640949373950368	0.933212168035416	0.06911723064037911	52	1.0115	52	0.4096	-0.6019000000000001	868	0.8082	0.8720	0.9032	0.8571	0.9138	0.8302	0.9145	0.9753	0.8779	0.9300	0.9375	0.9641
NC_037639.1	2019676	2019801	rna-XR_003304140.1	6	6	0.8715148893726995	0.9352593747027482	0.06374448533004873	1	0.0	1	0.0	0.0	922	0.8108	0.8797	0.9104	0.8687	0.9160	0.8435	0.9174	0.9771	0.8865	0.9346	0.9306	0.9653
NC_037639.1	2019965	2020760	rna-XR_003304130.1	6	6	0.2360679671559266	0.21481302895412357	-0.02125493820180302	46	0.9022	46	0.463	-0.4392	382	0.2195	0.1837	0.3077	0.1613	0.3488	0.1954	0.1667	0.2329	0.3488	0.1220	0.1905	0.2281
NC_037639.1	2019676	2020760	rna-XR_003304126.1	6	6	0.8754317737400443	0.9382757294801891	0.06284395574014479	52	1.0115	52	0.4096	-0.6019000000000001	939	0.8182	0.8797	0.9143	0.8673	0.9231	0.8500	0.9206	0.9774	0.8912	0.9327	0.9419	0.9659
NC_037639.1	2019676	2020303	rna-XR_003304128.1	6	6	0.8659744019992272	0.9325501554396252	0.06657575344039801	25	1.092	25	0.74	-0.3520000000000001	883	0.8133	0.8720	0.9055	0.8587	0.9145	0.8318	0.9160	0.9760	0.8806	0.9307	0.9277	0.9643
NC_037639.1	2020521	2020760	rna-XR_003304137.1	6	6	0.13807688974160448	0.11676154253103639	-0.02131534721056809	22	0.4318	22	0.1273	-0.3045	728	0.0853	0.1688	0.2093	0.1143	0.1429	0.1079	0.0853	0.1169	0.1818	0.0824	0.1250	0.1092
NC_037639.1	2019676	2020155	rna-XR_003304134.1	6	6	0.8843407336108066	0.9415240874082338	0.05718335379742723	17	0.8471	17	0.2647	-0.5824	1020	0.8462	0.8832	0.9143	0.8687	0.9301	0.8636	0.9324	0.9792	0.8919	0.9431	0.9333	0.9692
NC_037639.1	2019676	2019889	rna-XR_003304135.1	6	6	0.8736665347376332	0.9364777776787993	0.06281124294116602	4	1.0	4	0.0	-1.0	938	0.8194	0.8760	0.9062	0.8646	0.9187	0.8571	0.9242	0.9769	0.8797	0.9375	0.9341	0.9665
NC_037639.1	2071318	2071492	rna-XM_026438954.1	6	6	1.0	1.0	0.0	2	87.25	2	76.3	-10.950000000000003	591	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2071665	2071747	rna-XM_026438950.1	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	1210	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2071812	2072111	rna-XM_026438950.1	6	6	1.0	1.0	0.0	1	94.4	0	0.0	-94.4	1380	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2071288	2071492	rna-XM_026438953.1	6	6	1.0	1.0	0.0	3	76.9	3	68.6333	-8.2667	574	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2036352	2036579	rna-NM_001040681.1	5	4	0.8635351778536311	0.8382677708764665	-0.025267406977164564	1	95.0	1	100.0	5.0	218	0.8873	0.8485	0.8644	0.8286	0.8889			0.8571	0.7143	0.8261	0.9556	
NC_037639.1	2036681	2036931	rna-NM_001040681.1	6	4	0.8644788934202836	0.8654029143159578	0.0009240208956742268	2	86.1	2	80.9	-5.199999999999989	258	0.8919	0.8592	0.8769	0.8462	0.9032	0.8095		0.8519	0.7391	0.9091	0.9615	
NC_037639.1	2078489	2078518	rna-XM_006572122.3	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	893	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2078620	2078674	rna-XM_006572122.3	6	6	1.0	1.0	0.0	2	37.5	2	22.2	-15.3	781	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2078864	2079653	rna-XM_006572122.3	6	6	0.9290609436321646	0.9326024002167427	0.003541456584578051	26	8.8962	26	6.6462	-2.25	559	0.9394	0.8681	0.9767	0.9219	0.8990	0.9692	1.0000	0.8879	0.9529	0.9459	0.9130	0.8958
NC_037639.1	2079864	2080481	rna-XM_006572122.3	6	6	0.9023183576269019	0.8872862761751651	-0.015032081451736845	27	51.0333	27	51.5667	0.5334000000000003	397	0.9062	0.8182	0.9697	0.8864	0.8734	0.9600	1.0000	0.8108	0.8182	0.9221	0.8961	0.8765
NC_037639.1	2080756	2081076	rna-XM_003251837.4	6	5	0.8889597533543535	0.904078144078144	0.015118390723790509	4	60.175	4	55.45	-4.724999999999994	349	0.8966	0.7966	1.0000	0.8507	0.8276	0.9623	1.0000	0.8571		0.9077	0.8889	0.8667
NC_037639.1	2083658	2083763	rna-XM_001121363.5	6	6	1.0	0.9994252873563219	-0.0005747126436781436	1	20.0	1	80.0	60.0	3014	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9966	1.0000
NC_037639.1	2083849	2083912	rna-XM_001121363.5	6	6	1.0	0.9991708126036484	-0.0008291873963516272	1	52.2	1	57.1	4.899999999999999	2298	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9950	1.0000
NC_037639.1	2084628	2084680	rna-XR_412387.3	6	6	1.0	0.998992950654582	-0.001007049345417954	1	57.6	1	77.8	20.199999999999996	1721	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9940	1.0000
NC_037639.1	2084777	2084887	rna-XM_001121363.5	6	6	1.0	0.9993399339933994	-0.0006600660066006236	4	43.175	4	43.75	0.5750000000000028	2700	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9960	1.0000
NC_037639.1	2084969	2085382	rna-XM_001121363.5	6	6	1.0	0.9991708126036484	-0.0008291873963516272	16	4.2062	16	5.8188	1.6126000000000005	2162	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9950	1.0000
NC_037639.1	2087347	2087685	rna-XM_001121363.5	6	6	1.0	0.9992424242424242	-0.0007575757575758457	9	55.2667	9	59.5333	4.266599999999997	2250	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9955	1.0000
NC_037639.1	2087840	2087913	rna-XM_001121363.5	6	6	1.0	0.9993983152827918	-0.0006016847172082285	3	94.4333	3	92.8667	-1.5666000000000082	2741	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9964	1.0000
NC_037639.1	2090892	2091067	rna-XM_001121363.5	6	6	1.0	0.9994508511806699	-0.0005491488193301031	3	50.2333	2	62.5	12.2667	2904	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9967	1.0000
NC_037639.1	2091142	2091357	rna-XM_001121363.5	6	6	1.0	0.9993827160493827	-0.0006172839506173311	2	93.2	2	92.85	-0.3500000000000085	2652	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9963	1.0000
NC_037639.1	2091432	2091607	rna-XM_001121363.5	6	6	1.0	0.9993425378040763	-0.0006574621959236637	4	73.575	4	85.525	11.950000000000003	2691	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9961	1.0000
NC_037639.1	2092924	2093021	rna-XM_001121363.5	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	2841	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2083312	2083572	rna-XM_001121363.5	6	6	1.0	0.9993894993894994	-0.0006105006105006083	15	6.7067	14	7.1643	0.45760000000000023	2896	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9963	1.0000
NC_037639.1	2084632	2084680	rna-XM_001121363.5	6	6	1.0	0.9991111111111111	-0.000888888888888939	1	57.6	1	77.8	20.199999999999996	1981	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9947	1.0000
NC_037639.1	2423295	2423826	rna-XM_026439032.1	6	6	1.0	1.0	0.0	34	0.8324	34	0.9647	0.13229999999999997	382	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2433907	2434185	rna-XM_026439032.1	6	6	1.0	0.9971014492753624	-0.0028985507246376274	16	0.0	16	0.4062	0.4062	480	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9826	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2435088	2435633	rna-XM_026439032.1	6	6	1.0	0.9971988795518207	-0.0028011204481792618	16	0.0	16	0.0	0.0	499	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9832	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2435926	2436162	rna-XM_026439032.1	6	6	0.9881853179344219	0.9913375528549828	0.003152234920560937	5	6.0	5	2.22	-3.78	535	0.9785	0.9506	1.0000	1.0000	1.0000	1.0000	1.0000	0.9850	1.0000	1.0000	0.9796	0.9835
NC_037639.1	2436443	2436538	rna-XM_026439032.1	6	6	0.9828526117553772	0.9885990338164251	0.005746422061047918	0	0.0	0	0.0	0.0	385	0.9649	0.9322	1.0000	1.0000	1.0000	1.0000	1.0000	0.9800	1.0000	1.0000	0.9733	0.9783
NC_037639.1	2446649	2446796	rna-XM_006557645.3	6	6	0.9998391483141355	0.9996272212387453	-0.00021192707539019473	5	69.5	5	59.94	-9.560000000000002	48166	0.9995	1.0000	0.9997	0.9998	1.0000	1.0000	0.9996	0.9993	1.0000	0.9993	1.0000	0.9996
NC_037639.1	2446870	2447019	rna-XM_006557645.3	6	6	0.9998415302070653	0.999621479054558	-0.00022005115250733898	5	81.46	5	86.92	5.460000000000008	48644	0.9995	1.0000	0.9997	0.9998	1.0000	1.0000	0.9997	0.9995	1.0000	0.9993	0.9997	0.9996
NC_037639.1	2447316	2447483	rna-XM_006557645.3	6	6	0.999706754152669	0.9994826327863535	-0.000224121366315444	6	3.7	6	0.6667	-3.0333	25912	0.9992	1.0000	0.9995	0.9996	1.0000	1.0000	1.0000	0.9990	1.0000	0.9987	1.0000	0.9993
NC_037639.1	2477926	2478057	rna-XM_006557648.3	5	4	0.9732226258432796	0.9893617021276596	0.01613907628438005	2	0.0	2	0.0	0.0	190	0.9149	1.0000		0.9512	1.0000	1.0000	1.0000			0.9574	1.0000	1.0000
NC_037639.1	2527127	2527213	rna-XM_026439150.1	4	4	0.9520431043975295	0.8033008658008658	-0.1487422385966637	1	0.0	1	0.0	0.0	193	0.9155		0.9524	0.9403	1.0000		1.0000	0.8214	0.6190	0.7727		
NC_037639.1	2529831	2530040	rna-XM_026439150.1	6	5	0.915710562706095	0.8489981447124306	-0.06671241799366434	3	72.7	2	100.0	27.299999999999997	276	0.9496	0.7000	0.9747	0.9500	0.9200	1.0000	0.9184	0.8214		0.7143	0.8909	0.9000
NC_037639.1	2536561	2536782	rna-XM_392968.5	6	6	0.9702894682051326	0.9774376527641131	0.007148184558980475	3	0.0	2	0.0	0.0	882	0.9420	0.9412	1.0000	0.9583	0.9802	1.0000	0.9697	0.9788	0.9697	0.9897	0.9657	0.9910
NC_037639.1	2536890	2537143	rna-XM_392968.5	6	6	0.9664271200481421	0.9755816046619569	0.00915448461381474	7	1.9429	6	3.5833	1.6403999999999999	811	0.9339	0.9403	1.0000	0.9474	0.9770	1.0000	0.9708	0.9770	0.9643	0.9882	0.9625	0.9907
NC_037639.1	2537660	2537871	rna-XM_392968.5	6	6	0.961042517770899	0.973551168358712	0.01250865058781303	1	44.4	1	52.2	7.800000000000004	728	0.9192	0.9286	1.0000	0.9417	0.9767	1.0000	0.9710	0.9763	0.9596	0.9864	0.9583	0.9896
NC_037639.1	2537957	2538150	rna-XM_392968.5	6	6	0.9787821511583358	0.9877996003285642	0.009017449170228398	1	87.2	1	73.7	-13.5	635	0.9388	0.9765	1.0000	0.9574	1.0000	1.0000	0.9815	1.0000	0.9579	1.0000	1.0000	0.9874
NC_037639.1	2538430	2538774	rna-XM_392968.5	6	6	0.9656419265114917	0.9835914974803863	0.0179495709688946	5	20.64	5	23.52	2.879999999999999	738	0.9394	0.9130	1.0000	0.9636	1.0000	0.9778	0.9808	1.0000	0.9459	0.9877	1.0000	0.9872
NC_037639.1	2538900	2539536	rna-XM_392968.5	6	6	0.9655437012910048	0.9816764876437509	0.016132786352746176	12	8.7417	12	11.3583	2.6166	720	0.9339	0.9153	1.0000	0.9661	1.0000	0.9780	0.9823	1.0000	0.9348	0.9873	1.0000	0.9857
NC_037639.1	2540261	2541746	rna-XM_392968.5	6	6	0.985952199338927	1.0	0.014047800661073029	23	32.9609	23	32.387	-0.5739000000000019	478	0.9420	0.9737	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2541865	2545672	rna-XM_392968.5	6	6	0.9603223313329696	0.9898347228316512	0.029512391498681567	32	38.0406	30	37.74	-0.30059999999999576	274	0.8462	0.9574	1.0000	0.9583	1.0000	1.0000	1.0000	1.0000	0.9623	1.0000	0.9767	1.0000
NC_037639.1	2545784	2546123	rna-XM_392968.5	4	6	0.9426406926406926	0.9814422057264052	0.03880151308571256	1	86.7	1	92.9	6.200000000000003	205	0.8182	0.9524	1.0000			1.0000	1.0000	1.0000	0.9130	1.0000	0.9756	1.0000
NC_037639.1	2546212	2546407	rna-XM_392968.5	6	6	0.9754841461129383	0.9908582089552239	0.015374062842285596	2	98.1	2	95.0	-3.0999999999999943	373	0.9322	0.9672	1.0000	0.9535	1.0000	1.0000	1.0000	1.0000	0.9701	1.0000	0.9750	1.0000
NC_037639.1	2547336	2547438	rna-XM_392968.5	4	6	0.954153605015674	0.9861823361823362	0.03202873116666216	7	0.0	7	3.0714	3.0714	211	0.8621	0.9545	1.0000			1.0000	1.0000	1.0000	0.9615	1.0000	0.9556	1.0000
NC_037639.1	2549503	2549702	rna-XM_026439070.1	6	6	1.0	1.0	0.0	3	77.5	2	76.7	-0.7999999999999972	1582	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2549777	2549935	rna-XM_026439070.1	6	6	1.0	1.0	0.0	2	83.35	1	100.0	16.650000000000006	1549	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2550021	2550238	rna-XM_026439070.1	6	6	0.9952445468801562	0.9961520268482097	0.000907479968053515	0	0.0	0	0.0	0.0	1620	0.9868	1.0000	0.9920	1.0000	1.0000	0.9927	1.0000	1.0000	0.9910	0.9928	1.0000	0.9931
NC_037639.1	2550312	2550416	rna-XM_026439070.1	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	1764	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2550491	2550629	rna-XM_026439070.1	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	1084	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2550708	2550896	rna-XM_026439070.1	6	4	1.0	1.0	0.0	0	0.0	0	0.0	0.0	277	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000		1.0000		1.0000	1.0000	1.0000
NC_037639.1	2554972	2555263	rna-XM_395961.7	6	6	1.0	1.0	0.0	5	81.34	5	77.1	-4.240000000000009	6835	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2555339	2555822	rna-XM_395961.7	6	6	1.0	1.0	0.0	6	68.3667	6	76.9833	8.616600000000005	6376	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2557344	2557491	rna-XM_395961.7	6	6	1.0	1.0	0.0	2	60.7	1	100.0	39.3	5997	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2558110	2558255	rna-XM_395961.7	6	6	1.0	1.0	0.0	1	8.3	1	37.5	29.2	4783	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2558423	2558663	rna-XM_395961.7	6	6	1.0	1.0	0.0	1	86.7	1	81.8	-4.900000000000006	4331	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2558882	2559043	rna-XM_395961.7	6	6	1.0	1.0	0.0	3	74.4667	1	83.3	8.833299999999994	4287	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2559485	2559708	rna-XM_395961.7	6	6	1.0	0.9996922129886118	-0.0003077870113882275	3	88.3	3	89.9333	1.6333000000000055	4562	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9982	1.0000	1.0000
NC_037639.1	2559895	2560000	rna-XM_395961.7	6	6	1.0	1.0	0.0	2	87.8	1	100.0	12.200000000000003	5778	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2560097	2560211	rna-XM_395961.7	6	6	0.9996316758747698	0.9994619316653215	-0.00016974420944826374	0	0.0	0	0.0	0.0	5695	1.0000	0.9978	1.0000	1.0000	1.0000	1.0000	1.0000	0.9968	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2560279	2560381	rna-XM_395961.7	6	6	1.0	1.0	0.0	0	0.0	0	0.0	0.0	5003	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2563234	2563562	rna-XM_016910952.2	6	6	1.0	1.0	0.0	1	85.0	0	0.0	-85.0	600	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2563619	2563759	rna-XM_016910952.2	6	6	1.0	1.0	0.0	3	73.6667	3	71.5667	-2.1000000000000085	724	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2563826	2563980	rna-XM_016910952.2	6	6	1.0	1.0	0.0	3	79.1667	3	75.5333	-3.633400000000009	739	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2567469	2567974	rna-XM_026446379.1	6	6	1.0	0.9956369248035913	-0.004363075196408661	19	0.6263	19	0.3895	-0.23679999999999995	972	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.9852	0.9886	1.0000
NC_037639.1	2569045	2569419	rna-NM_001242557.1	6	6	1.0	1.0	0.0	16	2.1937	16	0.0	-2.1937	1645	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2570716	2571051	rna-NM_001242557.1	6	6	1.0	1.0	0.0	14	0.2357	14	0.0	-0.2357	1864	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
NC_037639.1	2841647	2841850	rna-XM_001122533.5	6	6	0.9713417196260027	0.993430180930181	0.022088461304178297	2	91.65	2	92.85	1.1999999999999886	794	0.9767	0.9811	0.9744	0.9825	0.9697	0.9437	1.0000	0.9924	0.9821	0.9860	1.0000	1.0000
NC_037639.1	2841968	2842187	rna-XM_001122533.5	6	6	0.9806703340183144	0.9960214133476669	0.015351079329352535	2	30.95	2	47.35	16.400000000000002	1263	0.9843	0.9881	0.9825	0.9886	0.9798	0.9608	1.0000	0.9951	0.9892	0.9917	1.0000	1.0000
NC_037639.1	2842274	2842382	rna-XM_001122533.5	6	6	0.9817845198010029	0.9965793953736473	0.014794875572644361	1	73.3	1	50.0	-23.299999999999997	1392	0.9832	0.9884	0.9818	0.9896	0.9833	0.9643	1.0000	0.9954	0.9908	0.9933	1.0000	1.0000
NC_037639.1	2842497	2842649	rna-XM_001122533.5	6	6	0.9820616723594692	0.9967346599073759	0.01467298754790669	1	84.6	1	83.3	-1.2999999999999972	1401	0.9828	0.9876	0.9821	0.9888	0.9850	0.9661	1.0000	0.9955	0.9915	0.9935	1.0000	1.0000
NC_037639.1	2842724	2843206	rna-XM_001122533.5	6	6	0.9856690010660937	0.9974082246679501	0.011739223601856419	7	41.5571	7	40.0571	-1.5	1785	0.9881	0.9895	0.9852	0.9916	0.9874	0.9722	1.0000	0.9968	0.9934	0.9942	1.0000	1.0000
NC_037639.1	2843296	2843474	rna-XM_001122533.5	6	6	0.9857066248511116	0.9969481365387288	0.011241511687617223	1	76.9	1	66.7	-10.200000000000003	1655	0.9886	0.9892	0.9848	0.9924	0.9870	0.9722	1.0000	0.9966	0.9919	0.9932	1.0000	1.0000
NC_037639.1	2848805	2849191	rna-XM_026446457.1	6	6	0.2769719440241006	0.3499762654790149	0.07300432145491431	3	84.2333	3	80.0667	-4.1666000000000025	742	0.2344	0.2160	0.2126	0.3036	0.4348	0.2605	0.4026	0.3056	0.3684	0.3467	0.3333	0.3433
NC_037639.1	2850959	2851083	rna-XM_026446459.1	6	6	0.9544662629881984	0.9615937587472456	0.007127495759047253	0	0.0	0	0.0	0.0	807	0.9574	0.9697	0.9512	0.9685	0.9640	0.9160	0.9574	0.9610	0.9658	0.9195	0.9880	0.9778
NC_037639.1	2851370	2851536	rna-XM_026446458.1	6	6	0.9833524616146013	0.9933558033013569	0.01000334168675554	1	92.0	1	94.1	2.0999999999999943	905	0.9882	0.9865	0.9845	0.9844	0.9867	0.9699	1.0000	0.9867	0.9850	0.9885	1.0000	1.0000
NC_037639.1	2851609	2852511	rna-XM_026446459.1	6	6	0.9865372705097363	0.9944755852937334	0.007938314783997091	7	49.2714	7	43.2857	-5.985700000000001	1076	0.9900	0.9884	0.9858	0.9883	0.9890	0.9777	1.0000	0.9891	0.9873	0.9905	1.0000	1.0000
NC_037639.1	2852598	2852764	rna-XM_026446459.1	6	6	0.9877208870716481	0.9953203108389802	0.007599423767332136	2	1.55	2	0.0	-1.55	1216	0.9902	0.9891	0.9858	0.9895	0.9907	0.9810	1.0000	0.9916	0.9888	0.9916	1.0000	1.0000
NC_037639.1	2852869	2852908	rna-XM_026446459.1	6	6	0.9858806887421077	0.9948584983411543	0.008977809599046593	0	0.0	0	0.0	0.0	1078	0.9880	0.9867	0.9839	0.9869	0.9901	0.9797	1.0000	0.9908	0.9875	0.9909	1.0000	1.0000
